total kB         7182380   83556   69672
total kB         7182380   83556   69672
total kB         7182380   83556   69672
total kB         7182380   83556   69648
total kB         7182380   83556   69648
total kB         9120484  135380  120980
total kB         9649452  137168  123008
total kB         9649452  137108  122948
total kB         9649452  137108  122948
total kB         9649452  137136  122976
total kB         9649452  137160  123000
total kB         9649452  137308  123148
total kB         9851192  143144  128984
total kB         9851192  144084  129924
total kB         9851192  144084  129924
total kB         9851192  144092  129932
total kB         9851192  144124  129964
total kB         9851192  140892  126732
total kB         9851192  140892  126732
total kB         9851192  140892  126732
total kB         9851192  140924  126764
total kB         9851192  140924  126764
total kB         9851192  140132  125972
total kB         9851192  140132  125972
total kB         9851192  140132  125972
total kB         9851192  140188  126028
total kB         10119928  193676  178340
total kB         17095304  606844  553000
total kB         20709684 1210136 1181368
total kB         16695500 1847508 1817792
total kB         16961380 1927796 1898012
total kB         17305488 1953820 1923500
total kB         17443836 2043772 2012540
total kB         17598212 2070628 2039364
total kB         17766024 2102136 2070676
total kB         17934820 2142596 2111092
total kB         18042600 2154492 2123648
total kB         17292328 2139020 2122140
total kB         17295240 2144448 2127572
total kB         17295240 2150068 2133192
total kB         17295240 2155692 2138816
total kB         17295240 2160452 2143576
total kB         17295240 2167964 2151088
total kB         17295240 2173716 2156840
total kB         17295252 2175708 2158828
total kB         17297440 2180348 2163460
total kB         17299344 2183188 2166304
total kB         17299344 2187772 2170888
total kB         17299344 2190164 2173280
total kB         17299344 2194756 2177872
total kB         17299344 2196952 2180064
total kB         17299344 2199100 2182216
total kB         17299344 2201668 2184784
total kB         17299344 2204152 2187268
total kB         17299344 2206512 2189624
total kB         17299344 2209020 2192136
total kB         17299344 2214332 2197448
total kB         17299344 2216016 2199132
total kB         17299344 2219720 2202836
total kB         17299344 2222580 2205696
total kB         17299344 2238828 2221944
total kB         17299344 2237104 2220216
total kB         17299344 2239636 2222752
total kB         17299344 2241964 2225080
total kB         17299344 2244228 2227344
total kB         17299344 2246512 2229628
total kB         17299344 2248908 2232024
total kB         17299344 2251124 2234240
total kB         17299344 2253348 2236460
total kB         17299344 2255668 2238784
total kB         17299344 2257656 2240772
total kB         17299344 2259772 2242888
total kB         17299344 2262084 2245200
total kB         17299344 2264424 2247540
total kB         17299344 2266768 2249884
total kB         17299344 2268932 2252048
total kB         17299344 2283012 2266068
total kB         17299344 2284328 2267384
total kB         17299344 2284704 2267760
total kB         17299344 2284988 2268044
total kB         17299344 2285372 2268428
total kB         17299344 2285740 2268796
total kB         17299344 2285888 2268944
total kB         17299344 2286280 2269332
total kB         17299344 2286476 2269532
total kB         17299344 2286924 2269980
total kB         17299344 2287256 2270312
total kB         17299344 2287420 2270476
total kB         17299344 2302164 2285220
total kB         17299344 2308724 2291780
total kB         17299344 2310024 2293080
total kB         17299344 2310256 2293312
total kB         17299344 2310220 2293276
total kB         17299344 2310116 2293168
total kB         17299344 2310464 2293520
total kB         17299344 2310644 2293700
total kB         17299344 2310764 2293820
total kB         17299344 2312316 2295372
total kB         17299636 2312764 2295820
total kB         17299636 2312896 2295952
total kB         17299636 2313096 2296148
total kB         17299636 2313624 2296680
total kB         17299636 2313812 2296868
total kB         17299636 2314016 2297072
total kB         17299636 2314160 2297212
total kB         17299636 2314288 2297344
total kB         17299636 2314352 2297408
total kB         17299636 2314456 2297508
total kB         17299636 2314600 2297656
total kB         17299636 2314648 2297704
total kB         17299636 2314736 2297792
total kB         17299636 2314888 2297944
total kB         17299636 2314940 2297996
total kB         17299636 2317212 2300268
total kB         17299636 2317408 2300460
total kB         17299636 2317612 2300668
total kB         17299636 2317876 2300932
total kB         17299636 2318012 2301068
total kB         17299636 2318500 2301556
total kB         17299636 2318552 2301608
total kB         17299636 2318588 2301644
total kB         17299636 2318952 2302004
total kB         17299636 2321016 2304072
total kB         17299636 2321144 2304200
total kB         17299636 2323216 2306272
total kB         17299636 2323368 2306424
total kB         17299636 2325580 2308636
total kB         17299636 2325704 2308760
total kB         17299636 2328056 2311108
total kB         17299636 2328212 2311268
total kB         17299636 2328184 2311240
total kB         17299636 2330484 2313540
total kB         17299636 2330484 2313536
total kB         17299792 2332820 2315872
total kB         17299792 2333340 2316392
total kB         17299792 2335412 2318464
total kB         17299792 2335492 2318540
total kB         17299792 2337588 2320640
total kB         17299792 2337744 2320796
total kB         17299792 2340060 2323108
total kB         17299792 2340140 2323192
total kB         17299792 2342488 2325540
