kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       8121228   76996   64084
kB totales       10586260  160404  147288
kB totales       10586260  160376  147260
kB totales       10586260  160376  147260
kB totales       10586260  160376  147260
kB totales       10586260  160376  147260
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       10586260  160424  147308
kB totales       11177044  215192  201900
kB totales       11806372  594248  579688
kB totales       12353388 1138140 1115436
kB totales       12585884 1602520 1579692
kB totales       12931228 2296436 2273340
kB totales       13417572 2338644 2313268
kB totales       13878192 2373388 2346636
kB totales       14213408 2410356 2383600
kB totales       18896260 2530840 2498744
kB totales       15228080 2530084 2500784
kB totales       15430824 2576552 2546768
kB totales       15622084 2607272 2577948
kB totales       15918400 2718640 2688520
kB totales       16161380 2757236 2726416
kB totales       16535320 2812652 2780852
kB totales       16588408 2850248 2820888
kB totales       16164024 2851592 2826200
kB totales       16177056 2867948 2851848
kB totales       16188008 2882420 2866512
kB totales       16189032 2907980 2892072
kB totales       16189032 2910000 2894092
kB totales       16189032 2936952 2921044
kB totales       16189032 2964872 2948900
kB totales       16189032 2978148 2962176
kB totales       16189036 2977812 2961840
kB totales       16190060 2984292 2968320
kB totales       16189056 3005264 2989288
kB totales       16190064 3007112 2991140
kB totales       16190060 3029824 3013848
kB totales       16190060 3051504 3035532
kB totales       16190064 3058340 3042368
kB totales       16190060 3071692 3055720
kB totales       16190208 3079532 3063552
kB totales       16191092 3088452 3072476
kB totales       16191088 3109140 3093164
kB totales       16191088 3140040 3124068
kB totales       16191088 3144576 3128604
kB totales       16191100 3175964 3159988
kB totales       16191088 3193004 3177032
kB totales       16191092 3296752 3280780
kB totales       16191092 3310660 3294688
kB totales       16191088 3310816 3294844
kB totales       16191088 3310652 3294680
kB totales       16191088 3311304 3295332
kB totales       16191088 3311424 3295452
kB totales       16191088 3334264 3318288
kB totales       16191088 3354064 3338092
kB totales       16191088 3358180 3342208
kB totales       16191088 3360384 3344412
kB totales       16191088 3380852 3364880
kB totales       16191088 3382904 3366932
kB totales       16191088 3387048 3371076
kB totales       16191088 3390576 3374600
kB totales       16191296 3393612 3377532
kB totales       16191296 3397808 3381728
kB totales       16191644 3413348 3397268
kB totales       16191644 3412460 3396376
kB totales       16191640 3412812 3396732
kB totales       16191640 3414628 3398548
kB totales       16191640 3414672 3398592
kB totales       16191640 3415012 3398928
kB totales       16191640 3415136 3399056
kB totales       16191640 3413848 3397768
kB totales       16191644 3414672 3398592
kB totales       16191640 3414196 3398116
kB totales       16191640 3416684 3400604
kB totales       16191640 3418904 3402824
kB totales       16191640 3421016 3404932
kB totales       16191640 3423184 3407100
kB totales       16191640 3425288 3409204
kB totales       16191640 3427520 3411436
kB totales       16191640 3429060 3412976
kB totales       16191640 3431096 3415012
kB totales       16191640 3433160 3417076
kB totales       16191640 3435628 3419544
kB totales       16191640 3437464 3421380
kB totales       16191640 3440280 3424196
kB totales       16191640 3442072 3425988
kB totales       16191640 3446448 3430364
kB totales       16191644 3464444 3448360
kB totales       16191644 3479988 3463904
kB totales       16191640 3484708 3468624
kB totales       16191640 3486936 3470856
kB totales       16191640 3489536 3473452
kB totales       16191640 3490124 3474040
kB totales       16191640 3494708 3478624
kB totales       16191640 3495216 3479132
kB totales       16191652 3501336 3485248
kB totales       16191640 3423276 3407192
kB totales       16191640 3423052 3406968
kB totales       16191640 3423088 3407004
kB totales       16191640 3423192 3407108
kB totales       16191640 3423848 3407764
kB totales       16191640 3423992 3407908
kB totales       16191644 3424448 3408364
kB totales       16191640 3424140 3408056
kB totales       16191640 3423892 3407804
kB totales       16191640 3423972 3407892
kB totales       16191640 3423972 3407892
kB totales       16191640 3424300 3408220
kB totales       16191644 3424780 3408692
kB totales       16191640 3424204 3408116
kB totales       16191640 3424420 3408332
kB totales       16191644 3426612 3410524
kB totales       16191640 3425060 3408972
kB totales       16191640 3425108 3409016
kB totales       16191644 3425564 3409476
kB totales       16191640 3425264 3409176
kB totales       16191640 3425264 3409176
kB totales       16191640 3425320 3409232
kB totales       16191644 3426312 3410224
kB totales       16191640 3407628 3391540
kB totales       16191640 3407756 3391668
kB totales       16191644 3408932 3392844
kB totales       16191640 3407800 3391712
kB totales       16191640 3408068 3391980
kB totales       16191644 3408252 3392164
kB totales       16191640 3408268 3392180
kB totales       16191640 3408400 3392316
kB totales       16191640 3408892 3392808
kB totales       16191644 3409688 3393600
kB totales       16191640 3408536 3392448
kB totales       16191644 3408836 3392748
kB totales       16191640 3408956 3392868
kB totales       16191640 3410780 3394692
kB totales       16191640 3411340 3395252
kB totales       16191640 3410532 3394444
kB totales       16191640 3409988 3393900
kB totales       16191640 3410080 3393992
kB totales       16191640 3410888 3394800
kB totales       16191640 3410888 3394800
kB totales       16191640 3410872 3394784
kB totales       16191640 3411960 3395872
kB totales       16191640 3411236 3395148
kB totales       16191640 3412076 3395988
kB totales       16191640 3412428 3396340
kB totales       16191640 3411640 3395552
kB totales       16191640 3412736 3396648
kB totales       16191640 3411440 3395352
kB totales       16191640 3411608 3395520
kB totales       16191640 3411772 3395684
kB totales       16191640 3412072 3395984
kB totales       16191640 3412612 3396524
kB totales       16191640 3412752 3396664
kB totales       16191640 3412680 3396592
kB totales       16191640 3412140 3396056
kB totales       16191640 3412420 3396336
kB totales       16191640 3411920 3395836
kB totales       16191640 3411940 3395852
kB totales       16191640 3412436 3396348
kB totales       16191644 3413240 3397152
kB totales       16191640 3412552 3396464
kB totales       16191640 3412648 3396560
kB totales       16191640 3412768 3396680
kB totales       16191640 3413184 3397096
kB totales       16191640 3413024 3396936
kB totales       16191640 3413356 3397268
kB totales       16191640 3413264 3397176
kB totales       16191640 3413408 3397320
kB totales       16191640 3413524 3397436
kB totales       16191640 3413852 3397764
kB totales       16191640 3413676 3397588
kB totales       16191644 3414264 3398176
kB totales       16191640 3414096 3398008
kB totales       16191640 3414168 3398080
kB totales       16191644 3368952 3352864
kB totales       16191640 3367440 3351352
kB totales       16191640 3365664 3349576
kB totales       16191640 3366072 3349984
kB totales       16191640 3368348 3352260
kB totales       16191640 3368020 3351932
kB totales       16191640 3368256 3352168
kB totales       16191640 3367584 3351500
kB totales       16191640 3367080 3350992
kB totales       16191640 3367060 3350972
kB totales       16191640 3367312 3351224
kB totales       16191644 3368800 3352712
kB totales       16191640 3366696 3350608
kB totales       16191640 3366704 3350616
kB totales       16191644 3367744 3351656
kB totales       16191640 3366256 3350168
kB totales       16191640 3366544 3350456
kB totales       16191640 3366556 3350468
