total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         7182380   80972   67064
total kB         9582896  136048  121888
total kB         9649460  137068  122904
total kB         9649460  136816  122652
total kB         9649460  136820  122656
total kB         9649460  136832  122668
total kB         9649460  136868  122704
total kB         9649460  136964  122800
total kB         9649460  136908  122744
total kB         9649460  136908  122744
total kB         9649460  136908  122744
total kB         9649460  136944  122780
total kB         9649460  136944  122780
total kB         9649460  136944  122780
total kB         9649460  136944  122780
total kB         9649460  136944  122780
total kB         9649460  136992  122828
total kB         9649460  136992  122828
total kB         9649460  136992  122816
total kB         9649460  136992  122816
total kB         9649460  136992  122816
total kB         9649460  137048  122876
total kB         9649460  137048  122876
total kB         9649460  137060  122880
total kB         9649460  137060  122880
total kB         9921044  154136  137484
total kB         14234524  445768  402472
total kB         18580908  860020  826396
total kB         14154468 1262380 1234828
total kB         14193592 1788280 1760692
total kB         14624080 1861812 1831864
total kB         14705900 1876648 1846380
total kB         15285868 1910296 1879896
total kB         15413816 1956860 1925652
total kB         15564072 1973928 1942640
total kB         16116220 2088388 2056048
total kB         17480784 2156996 2124660
total kB         15124552 2025936 2009064
total kB         15124548 2028760 2011888
total kB         15124548 2061372 2044456
total kB         15124696 2083228 2066284
total kB         15124696 2082756 2065820
total kB         15124696 2098824 2081888
total kB         15124700 2104736 2087792
total kB         15124696 2124996 2108052
total kB         15124696 2150920 2133976
total kB         15124696 2157092 2140148
total kB         15124708 2219904 2202956
total kB         15190232 2307584 2290640
total kB         15190236 2360080 2343136
total kB         15190232 2361252 2344308
total kB         15190388 2380704 2363756
total kB         15192292 2389032 2372088
total kB         15192288 2404696 2387752
total kB         15192288 2445428 2428484
total kB         15194040 2454728 2437784
total kB         15192288 2474012 2457068
total kB         15192288 2496172 2479228
total kB         15192288 2502744 2485796
total kB         15192424 2511252 2494304
total kB         15192420 2512560 2495612
total kB         15192420 2523388 2506436
total kB         15192420 2544760 2527812
total kB         15192420 2595120 2578172
total kB         15192420 2634832 2617884
total kB         15192424 2668688 2651740
total kB         15192420 2722024 2705076
total kB         15192424 2783292 2766344
total kB         15192420 2794368 2777420
total kB         15192424 2835944 2818996
total kB         15192420 2840364 2823416
total kB         15192584 2865960 2849008
total kB         15196528 2875324 2858376
total kB         15196524 2887776 2870828
total kB         15196524 2908496 2891548
total kB         15196524 2925756 2908808
total kB         15196524 2925084 2908136
total kB         15196524 2927528 2910580
total kB         15196524 3002064 2985116
total kB         15196524 3050028 3033076
total kB         15196528 3087320 3070372
total kB         15197552 3146112 3129164
total kB         15197552 3147116 3130168
total kB         15197552 3148240 3131292
total kB         15197552 3155864 3138916
total kB         15197552 3176492 3159536
total kB         15197552 3199232 3182280
total kB         15197552 3227988 3211040
total kB         15197556 3254292 3237344
total kB         15197552 3267444 3250496
total kB         15197552 3267804 3250856
total kB         15197552 3267964 3251016
total kB         15197552 3298752 3281804
total kB         15197552 3317328 3300380
total kB         15197552 3325560 3308612
total kB         15197552 3368996 3352048
total kB         15197552 3393280 3376332
total kB         15197552 3425752 3408796
total kB         15197564 3446268 3429308
total kB         15198580 3445552 3428596
total kB         15198584 3449904 3432948
total kB         15198580 3472592 3455636
total kB         15198580 3489008 3472052
total kB         15198580 3509856 3492900
total kB         15198580 3542776 3525820
total kB         15198580 3569292 3552332
total kB         15198580 3637816 3620856
total kB         15198580 3654400 3637444
total kB         15198580 3654876 3637920
total kB         15198580 3655796 3638840
total kB         15198584 3674900 3657940
total kB         15198580 3695500 3678540
total kB         15198580 3738380 3721424
total kB         15198580 3754892 3737936
total kB         15198580 3818868 3801912
total kB         15198580 3823248 3806288
total kB         15198580 3823136 3806180
total kB         15198580 3823372 3806416
total kB         15198580 3823788 3806832
total kB         15198580 3829888 3812932
total kB         15198580 3847564 3830608
total kB         15198580 3867132 3850176
total kB         15198580 3898064 3881108
total kB         15198580 3917676 3900720
total kB         15198584 3925904 3908948
total kB         15198580 3925588 3908632
total kB         15198580 3926616 3909660
total kB         15198580 3925132 3908176
total kB         15198580 3925288 3908332
total kB         15198580 3927364 3910404
total kB         15198580 3956444 3939488
total kB         15198580 3980272 3963316
total kB         15198584 3995088 3978132
total kB         15198580 4051140 4034184
total kB         15198584 4069608 4052652
total kB         15198580 4069176 4052220
total kB         15198580 4069284 4052328
total kB         15198580 4069072 4052116
total kB         15198580 4100308 4083352
total kB         15198580 4118808 4101852
total kB         15198580 4139356 4122400
total kB         15198580 4145432 4128476
total kB         15198580 4170152 4153196
total kB         15198580 4191404 4174448
total kB         15198580 4206436 4189480
total kB         15198580 4224492 4207536
total kB         15198580 4250552 4233596
total kB         15198580 4254764 4237808
total kB         15198584 4255320 4238360
total kB         15198580 4254668 4237712
total kB         15198580 4253780 4236824
total kB         15198580 4253976 4237020
total kB         15198580 4255088 4238132
total kB         15198740 4255020 4238056
total kB         15200636 4254800 4237840
total kB         15200640 4291544 4274588
total kB         15200636 4305884 4288928
total kB         15200636 4309656 4292700
total kB         15200636 4319764 4302808
total kB         15200636 4337912 4320956
total kB         15200636 4350172 4333216
total kB         15200636 4378808 4361852
total kB         15200636 4408668 4391712
total kB         15200636 4408260 4391304
total kB         15200640 4408332 4391376
total kB         15200636 4409436 4392480
total kB         15200636 4408684 4391728
total kB         15200640 4457880 4440924
total kB         15200636 4478352 4461392
total kB         15200636 4492728 4475772
total kB         15200636 4549928 4532972
total kB         15200636 4568436 4551480
total kB         15200636 4587044 4570088
total kB         15200636 4592320 4575364
total kB         15200636 4592400 4575444
total kB         15200796 4592780 4575820
total kB         15203724 4624852 4607896
total kB         15203720 4643184 4626224
total kB         15205888 4688012 4671056
total kB         15203720 4750556 4733600
total kB         15203720 4750696 4733740
total kB         15203720 4750704 4733748
total kB         15203720 4751284 4734328
total kB         15203720 4751276 4734320
total kB         15203720 4751032 4734076
total kB         15203720 4750556 4733600
total kB         15203724 4749008 4732052
total kB         15203724 4748964 4732004
total kB         15203720 4748900 4731944
total kB         15203720 4752584 4735628
total kB         15203720 4766640 4749684
total kB         15203720 4779172 4762216
total kB         15203720 4805624 4788668
total kB         15203724 4815364 4798408
total kB         15203720 4830240 4813284
total kB         15203720 4844184 4827228
total kB         15203720 4856824 4839868
total kB         15203720 4856404 4839448
total kB         15203720 4856356 4839400
total kB         15203720 4856148 4839192
total kB         15203720 4855836 4838880
total kB         15203720 4856660 4839700
total kB         15203724 4873652 4856696
total kB         15203720 4884540 4867584
total kB         15203720 4940232 4923276
total kB         15203720 4939360 4922400
total kB         15203724 4941460 4924496
total kB         15203720 4940476 4923516
total kB         15203720 4939212 4922252
total kB         15203720 4939216 4922256
total kB         15203720 4938932 4921972
total kB         15203720 4940968 4924008
total kB         15203720 4940848 4923888
total kB         15203720 4941316 4924356
total kB         15203720 4941704 4924744
total kB         15203720 4940760 4923800
total kB         15203720 4939840 4922876
total kB         15203720 4939556 4922596
total kB         15203720 4938924 4921964
total kB         15203720 4938784 4921824
total kB         15199608 4937008 4920048
total kB         15192412 4935012 4918040
total kB         15131760 4929536 4912572
total kB         15131760 4929516 4912552
total kB         15131760 4928684 4911720
total kB         15131760 4928264 4911300
total kB         15122508 4925740 4908776
total kB         8400372 4342912 4342908
total kB           18104     496     388
