# time,value
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,-1.4776119402985075
18,-1.4776119402985075
19,-1.4776119402985075
20,-1.4776119402985075
21,-1.4776119402985075
22,-1.4776119402985075
23,-1.4776119402985075
24,-1.4776119402985075
25,-1.4776119402985075
26,-1.4776119402985075
27,-1.7234042553191489
28,-1.7234042553191489
29,-1.7234042553191489
30,-1.7234042553191489
31,-1.7234042553191489
32,-1.7234042553191489
33,-1.7234042553191489
34,-1.7234042553191489
35,-1.7234042553191489
36,-1.7234042553191489
37,0.7142857142857144
38,0.7142857142857144
39,0.7142857142857144
40,0.7142857142857144
41,0.7142857142857144
42,0.7142857142857144
43,0.7142857142857144
44,0.7142857142857144
45,0.7142857142857144
46,0.7142857142857144
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
