# time,count
10,1
15,1
20,1
25,2
30,2
35,3
40,3
45,4
50,4
55,4
60,4
65,4
70,4
75,4
80,4
85,4
90,4
95,4
100,4
105,4
110,4
115,4
120,4
125,4
130,4
135,4
140,4
145,4
150,4
155,4
160,4
165,4
170,4
175,4
180,4
185,4
190,4
195,4
200,4
205,4
210,4
215,4
220,4
225,4
230,4
235,4
240,4
245,4
250,4
255,4
260,4
265,4
270,4
275,4
280,4
285,4
290,4
295,4
300,4
305,4
310,4
315,4
320,4
325,4
330,4
335,4
340,4
345,4
350,4
355,4
360,4
365,4
370,4
375,4
380,4
385,4
390,5
395,5
400,5
405,5
410,5
415,5
420,5
425,5
430,5
435,5
440,5
445,5
450,5
455,5
460,5
465,5
470,5
475,5
480,5
485,5
490,5
495,5
500,5
505,5
510,5
515,5
520,6
525,6
530,6
535,6
540,5
545,5
550,5
555,6
560,6
565,6
570,6
575,6
580,6
585,7
590,7
595,7
600,7
605,7
610,7
615,7
620,7
625,7
630,7
635,7
640,7
645,7
650,7
655,7
660,7
665,7
670,7
675,7
680,7
685,7
690,7
695,7
700,7
705,7
710,8
715,8
720,8
725,8
730,8
735,8
740,8
745,8
750,8
755,8
760,8
765,8
770,8
775,8
780,8
785,8
790,8
795,8
800,8
805,8
810,8
815,8
820,8
825,8
830,8
835,8
840,9
845,9
850,9
855,9
860,9
865,9
870,9
875,9
880,9
885,9
890,9
895,9
900,9
905,8
