0,175,875
1,100,500
2,125,625
4,50,250
5,25,125
6,50,250
7,25,125
9,50,250
17,25,125
22,75,375
24,25,125
25,125,625
26,25,125
27,250,1250
28,175,875
29,125,625
30,75,375
31,150,750
32,150,750
33,50,250
34,150,750
35,25,125
36,25,125
38,50,250
39,125,625
43,25,125
47,25,125
53,75,375
54,25,125
55,75,375
56,75,375
57,150,750
58,50,250
59,275,1375
60,100,500
61,200,1000
62,125,625
63,25,125
67,125,625
68,25,125
69,25,125
70,25,125
72,100,500
73,75,375
75,25,125
76,25,125
77,50,250
78,75,375
80,175,875
81,25,125
82,50,250
83,100,500
84,150,750
85,350,1750
86,300,1500
87,500,2500
88,125,625
89,75,375
90,75,375
91,300,1500
92,275,1375
93,125,625
94,75,375
96,150,750
100,25,125
101,75,375
102,125,625
103,50,250
104,200,1000
105,100,500
106,125,625
107,125,625
108,450,2250
109,75,375
110,200,1000
111,150,750
112,125,625
113,275,1375
114,250,1250
115,125,625
116,75,375
117,200,1000
118,300,1500
119,225,1125
120,575,2875
121,75,375
122,100,500
123,75,375
124,150,750
125,200,1000
126,200,1000
127,325,1625
128,200,1000
129,225,1125
130,75,375
131,25,125
135,100,500
136,25,125
138,150,750
139,100,500
140,300,1500
141,50,250
143,25,125
145,75,375
146,100,500
147,75,375
148,125,625
149,75,375
151,25,125
152,75,375
153,25,125
154,75,375
156,75,375
162,75,375
163,25,125
164,75,375
165,25,125
166,50,250
167,75,375
168,225,1125
169,100,500
170,100,500
172,125,625
173,100,500
174,100,500
175,175,875
176,200,1000
177,125,625
178,125,625
179,200,1000
180,125,625
181,75,375
182,50,250
183,50,250
184,25,125
185,25,125
186,100,500
187,125,625
188,225,1125
189,75,375
190,100,500
191,200,1000
192,175,875
193,175,875
194,100,500
196,25,125
197,75,375
199,25,125
203,25,125
204,175,875
205,75,375
206,125,625
207,125,625
208,400,2000
209,50,250
210,125,625
211,50,250
212,125,625
213,200,1000
214,150,750
215,125,625
216,150,750
217,75,375
218,150,750
219,50,250
220,75,375
221,250,1250
222,50,250
223,75,375
224,25,125
225,100,500
226,25,125
227,100,500
228,150,750
229,175,875
230,325,1625
231,325,1625
232,250,1250
233,75,375
234,125,625
236,375,1875
237,75,375
238,50,250
239,50,250
240,75,375
241,50,250
242,150,750
243,200,1000
244,125,625
245,75,375
246,125,625
247,50,250
248,100,500
249,50,250
250,75,375
252,50,250
253,50,250
254,100,500
255,175,875
256,425,2125
257,75,375
259,25,125
260,375,1875
261,25,125
262,175,875
263,100,500
264,100,500
265,175,875
266,125,625
267,75,375
268,75,375
269,150,750
270,250,1250
271,350,1750
272,50,250
273,275,1375
274,125,625
275,200,1000
276,100,500
277,250,1250
278,175,875
279,675,3375
280,100,500
281,75,375
282,375,1875
283,100,500
284,175,875
285,150,750
286,75,375
287,25,125
288,100,500
289,250,1250
290,475,2375
291,825,4125
292,350,1750
293,675,3375
294,200,1000
295,675,3375
296,325,1625
297,100,500
298,775,3875
299,575,2875
300,500,2500
301,650,3250
302,575,2875
303,675,3375
304,500,2500
305,575,2875
306,500,2500
307,800,4000
308,225,1125
309,250,1250
310,250,1250
311,275,1375
312,125,625
313,175,875
314,25,125
315,425,2125
316,400,2000
317,325,1625
318,550,2750
319,300,1500
320,600,3000
321,775,3875
322,475,2375
323,550,2750
324,150,750
325,225,1125
326,225,1125
327,150,750
328,50,250
329,325,1625
330,275,1375
334,50,250
336,125,625
337,25,125
338,100,500
339,150,750
341,75,375
342,350,1750
343,225,1125
344,225,1125
345,100,500
346,175,875
347,650,3250
348,275,1375
349,300,1500
350,1125,5625
351,550,2750
352,350,1750
353,275,1375
354,100,500
357,75,375
359,25,125
360,225,1125
361,300,1500
362,75,375
363,225,1125
364,200,1000
365,100,500
366,150,750
367,275,1375
368,325,1625
369,175,875
370,225,1125
371,275,1375
372,25,125
373,250,1250
374,750,3750
375,50,250
376,200,1000
377,450,2250
378,50,250
379,200,1000
380,300,1500
381,225,1125
382,225,1125
383,75,375
384,150,750
385,125,625
386,425,2125
387,200,1000
388,325,1625
389,75,375
390,450,2250
391,475,2375
392,275,1375
393,350,1750
394,75,375
395,475,2375
396,250,1250
397,50,250
398,75,375
399,50,250
401,25,125
402,75,375
404,75,375
405,125,625
406,25,125
407,225,1125
408,175,875
409,300,1500
410,375,1875
411,250,1250
412,200,1000
413,325,1625
414,25,125
415,50,250
416,125,625
417,50,250
418,25,125
419,125,625
420,75,375
421,25,125
423,50,250
424,50,250
425,25,125
426,50,250
428,25,125
429,175,875
430,125,625
431,125,625
432,350,1750
433,100,500
434,325,1625
435,175,875
436,125,625
437,225,1125
438,275,1375
439,25,125
440,150,750
441,75,375
442,50,250
443,100,500
445,100,500
446,100,500
449,50,250
450,50,250
451,100,500
452,200,1000
453,50,250
454,25,125
456,25,125
458,250,1250
459,250,1250
460,25,125
461,150,750
463,25,125
464,25,125
468,100,500
471,25,125
472,150,750
473,225,1125
474,125,625
475,250,1250
476,50,250
477,150,750
478,50,250
481,50,250
484,25,125
496,25,125
497,250,1250
498,250,1250
500,25,125
501,125,625
502,175,875
503,200,1000
504,125,625
505,25,125
506,175,875
507,75,375
508,75,375
509,225,1125
510,50,250
514,25,125
523,25,125
527,75,375
528,25,125
529,275,1375
530,75,375
531,150,750
532,50,250
533,100,500
534,50,250
535,225,1125
536,100,500
538,25,125
552,250,1250
553,250,1250
554,25,125
556,75,375
557,75,375
558,50,250
559,100,500
560,25,125
561,125,625
562,100,500
563,275,1375
564,400,2000
565,175,875
566,250,1250
567,125,625
568,25,125
569,25,125
570,50,250
572,50,250
573,50,250
577,25,125
578,25,125
579,25,125
580,125,625
581,150,750
582,200,1000
583,250,1250
584,175,875
585,325,1625
586,475,2375
587,450,2250
588,375,1875
589,175,875
590,175,875
591,175,875
592,50,250
595,25,125
601,50,250
602,25,125
603,225,1125
604,100,500
605,200,1000
606,25,125
608,200,1000
609,75,375
610,50,250
611,50,250
613,25,125
614,100,500
615,25,125
616,100,500
617,75,375
618,25,125
619,75,375
620,50,250
621,50,250
622,200,1000
623,275,1375
624,150,750
625,200,1000
626,325,1625
627,250,1250
628,100,500
629,75,375
630,50,250
631,375,1875
632,375,1875
633,300,1500
634,275,1375
635,150,750
636,200,1000
637,150,750
638,225,1125
639,225,1125
640,200,1000
641,250,1250
642,75,375
643,250,1250
644,200,1000
645,175,875
646,25,125
647,150,750
648,225,1125
649,100,500
650,225,1125
651,200,1000
652,700,3500
653,325,1625
654,50,250
655,175,875
656,125,625
657,150,750
658,375,1875
659,25,125
660,275,1375
661,275,1375
662,175,875
664,75,375
665,50,250
666,25,125
667,25,125
668,225,1125
669,200,1000
670,175,875
671,100,500
672,100,500
673,50,250
674,75,375
675,75,375
676,125,625
677,150,750
678,150,750
679,200,1000
680,300,1500
681,125,625
682,100,500
683,250,1250
684,175,875
685,425,2125
686,300,1500
687,250,1250
688,625,3125
689,250,1250
690,250,1250
691,325,1625
692,550,2750
693,175,875
694,150,750
695,850,4250
696,900,4500
697,700,3500
698,325,1625
699,275,1375
700,375,1875
701,250,1250
702,650,3250
703,475,2375
704,225,1125
705,300,1500
706,225,1125
707,150,750
708,75,375
709,125,625
710,125,625
711,275,1375
712,375,1875
713,150,750
714,300,1500
715,150,750
716,325,1625
717,175,875
718,50,250
719,150,750
720,175,875
721,75,375
722,200,1000
724,100,500
725,125,625
726,150,750
727,225,1125
728,25,125
730,25,125
731,25,125
733,100,500
734,25,125
736,25,125
737,25,125
738,50,250
739,25,125
740,300,1500
741,75,375
742,50,250
743,150,750
744,25,125
745,200,1000
746,300,1500
747,100,500
748,175,875
750,125,625
751,150,750
752,175,875
753,325,1625
754,400,2000
755,275,1375
756,100,500
757,75,375
758,125,625
759,225,1125
760,350,1750
761,325,1625
762,500,2500
763,200,1000
764,250,1250
765,100,500
766,175,875
767,200,1000
768,25,125
769,150,750
770,100,500
771,175,875
772,125,625
774,175,875
775,125,625
776,100,500
777,225,1125
779,125,625
780,50,250
782,275,1375
783,125,625
784,325,1625
785,375,1875
786,75,375
787,250,1250
788,175,875
789,75,375
790,225,1125
791,150,750
792,200,1000
793,350,1750
794,300,1500
795,75,375
796,200,1000
797,300,1500
798,75,375
799,75,375
800,175,875
801,50,250
802,200,1000
803,325,1625
804,175,875
805,100,500
806,375,1875
807,150,750
808,100,500
809,175,875
810,75,375
811,150,750
812,400,2000
813,325,1625
814,75,375
815,75,375
816,400,2000
817,125,625
818,150,750
819,150,750
820,175,875
821,125,625
822,50,250
826,75,375
827,75,375
828,200,1000
829,25,125
830,25,125
831,125,625
834,50,250
836,25,125
837,50,250
839,25,125
846,150,750
847,25,125
848,25,125
849,275,1375
850,100,500
852,150,750
853,275,1375
854,200,1000
856,75,375
857,50,250
858,50,250
859,75,375
860,25,125
861,125,625
862,75,375
866,50,250
867,225,1125
868,50,250
870,50,250
871,75,375
872,25,125
873,50,250
874,25,125
875,100,500
876,25,125
877,25,125
878,75,375
880,25,125
881,25,125
882,125,625
883,300,1500
884,275,1375
885,225,1125
886,275,1375
887,150,750
888,25,125
889,125,625
892,25,125
893,175,875
894,100,500
895,50,250
896,100,500
897,25,125
898,50,250
899,50,250
904,125,625
905,275,1375
906,350,1750
907,200,1000
908,125,625
909,75,375
910,75,375
911,200,1000
914,50,250
915,275,1375
917,50,250
919,25,125
920,150,750
921,150,750
922,50,250
923,175,875
924,25,125
925,50,250
926,125,625
927,125,625
928,50,250
929,50,250
930,125,625
931,100,500
932,75,375
933,75,375
934,450,2250
935,250,1250
936,150,750
937,175,875
938,125,625
939,25,125
941,150,750
945,75,375
947,25,125
948,75,375
949,75,375
950,50,250
951,25,125
952,50,250
953,125,625
954,75,375
955,300,1500
956,250,1250
957,50,250
958,100,500
959,275,1375
960,175,875
961,225,1125
962,125,625
963,150,750
964,25,125
965,75,375
966,25,125
987,25,125
988,200,1000
989,50,250
990,25,125
991,50,250
992,25,125
993,50,250
994,175,875
995,25,125
1015,25,125
1016,75,375
1020,100,500
1021,175,875
1024,25,125
1025,25,125
1044,175,875
1045,25,125
1049,25,125
1050,75,375
1065,100,500
1066,25,125
1068,350,1750
1069,75,375
1071,100,500
1072,50,250
1074,150,750
1075,175,875
1076,200,1000
1077,100,500
1084,175,875
1085,100,500
1086,250,1250
1087,50,250
1088,225,1125
1089,100,500
1090,200,1000
1091,275,1375
1092,150,750
1093,175,875
1094,250,1250
1095,150,750
1096,150,750
1097,250,1250
1098,325,1625
1099,300,1500
1100,175,875
1101,225,1125
1102,300,1500
1103,250,1250
1104,200,1000
1105,275,1375
1106,350,1750
1107,275,1375
1108,550,2750
1109,300,1500
1110,375,1875
1111,225,1125
1113,75,375
1114,225,1125
1115,50,250
1116,75,375
1117,350,1750
1118,350,1750
1119,500,2500
1120,225,1125
1121,325,1625
1122,75,375
1123,300,1500
1124,150,750
1125,275,1375
1126,175,875
1127,500,2500
1128,225,1125
1129,150,750
1130,175,875
1131,75,375
1132,200,1000
1133,125,625
1134,50,250
1135,100,500
1136,100,500
1137,125,625
1138,75,375
1139,100,500
1140,50,250
1141,250,1250
1142,250,1250
1143,175,875
1144,175,875
1145,150,750
1146,75,375
1147,50,250
1148,50,250
1150,25,125
1153,25,125
1154,50,250
1155,100,500
1156,50,250
1157,75,375
1158,25,125
1159,50,250
1160,200,1000
1161,125,625
1162,50,250
1163,125,625
1164,275,1375
1165,225,1125
1166,225,1125
1167,200,1000
1168,450,2250
1169,150,750
1170,250,1250
1171,200,1000
1172,100,500
1173,75,375
1174,75,375
1175,125,625
1176,150,750
1177,200,1000
1178,125,625
1179,175,875
1180,325,1625
1181,325,1625
1182,250,1250
1183,350,1750
1184,475,2375
1185,275,1375
1186,575,2875
1187,400,2000
1188,225,1125
1189,150,750
1190,75,375
1195,50,250
1196,100,500
1197,100,500
1198,25,125
1199,50,250
1200,75,375
1201,75,375
1202,100,500
1203,25,125
1204,75,375
1205,125,625
1206,50,250
1207,100,500
1208,125,625
1209,50,250
1210,25,125
1212,50,250
1213,100,500
1214,100,500
1215,25,125
1216,125,625
1217,450,2250
1219,100,500
1220,25,125
1221,75,375
1226,50,250
1227,100,500
1228,75,375
1229,50,250
1232,50,250
1233,150,750
1234,25,125
1235,50,250
1236,300,1500
1237,250,1250
1238,275,1375
1239,25,125
1240,75,375
1241,25,125
1243,75,375
1244,50,250
1245,25,125
1246,25,125
1247,125,625
1248,200,1000
1249,100,500
1250,175,875
1251,350,1750
1252,75,375
1253,50,250
1254,150,750
1255,200,1000
1256,200,1000
1257,175,875
1258,125,625
1259,75,375
1260,25,125
1284,25,125
1285,50,250
1286,75,375
1287,250,1250
1288,125,625
1289,25,125
1292,50,250
1293,225,1125
1294,175,875
1295,100,500
1296,50,250
1297,100,500
1298,25,125
1299,175,875
1300,250,1250
1301,100,500
1302,50,250
1303,150,750
1304,50,250
1305,75,375
1306,100,500
1307,200,1000
1308,200,1000
1309,125,625
1310,100,500
1312,25,125
1337,150,750
1338,50,250
1340,75,375
1341,125,625
1343,25,125
1344,125,625
1345,50,250
1346,25,125
1347,25,125
1348,50,250
1349,100,500
1350,175,875
1351,125,625
1352,25,125
1354,200,1000
1355,25,125
1356,25,125
1375,25,125
1376,200,1000
1377,50,250
1378,100,500
1379,25,125
1380,100,500
1381,325,1625
1382,25,125
1383,100,500
1420,50,250
1421,125,625
1422,200,1000
1423,75,375
1424,150,750
1425,50,250
1426,150,750
1427,275,1375
1428,150,750
1429,200,1000
1430,400,2000
1431,200,1000
1432,50,250
1433,100,500
1434,125,625
1435,275,1375
1436,200,1000
1437,150,750
1438,50,250
1439,225,1125
1440,50,250
1441,175,875
1444,25,125
1445,25,125
1446,150,750
1447,475,2375
1448,25,125
1465,75,375
1466,75,375
1467,75,375
1468,150,750
1470,75,375
1471,25,125
1473,175,875
1474,275,1375
1475,50,250
1476,25,125
1479,50,250
1481,25,125
1482,25,125
1486,25,125
1487,100,500
1488,50,250
1490,25,125
1491,75,375
1502,100,500
1503,150,750
1504,300,1500
1505,50,250
1506,25,125
1507,50,250
1508,25,125
1509,75,375
1510,25,125
1511,25,125
1514,25,125
1526,25,125
1528,25,125
1529,50,250
1530,150,750
1531,175,875
1532,50,250
1535,25,125
1536,25,125
1537,50,250
1538,75,375
1539,125,625
1540,275,1375
1541,200,1000
1546,75,375
1547,25,125
1548,150,750
1549,75,375
1550,50,250
1551,125,625
1552,200,1000
1553,225,1125
1554,125,625
1555,125,625
1556,100,500
1557,25,125
1558,50,250
1559,200,1000
1560,100,500
1561,125,625
1563,25,125
1564,25,125
1569,25,125
1570,25,125
1572,50,250
