"# time","value"
"10","0.0"
"15","30.2"
"20","33.2"
"25","65.8"
"30","66.4"
"35","99.4"
"40","99.6"
"45","99.6"
"50","99.6"
"55","99.6"
"60","99.6"
"65","99.6"
"70","99.6"
"75","98.4"
"80","99.4"
"85","99.6"
"90","99.4"
"95","99.6"
"100","99.4"
"105","99.6"
"110","99.6"
"115","99.6"
"120","99.4"
"125","99.6"
"130","99.6"
"135","99.2"
"140","99.2"
"145","99.4"
"150","99.4"
"155","99.6"
"160","99.6"
"165","99.6"
"170","99.6"
"175","99.6"
"180","99.6"
"185","99.6"
"190","99.6"
"195","98.8"
"200","99.2"
"205","99.2"
"210","99.4"
"215","98.6"
"220","98.0"
"225","98.2"
"230","95.8"
"235","99.0"
"240","97.8"
"245","99.0"
"250","98.8"
"255","98.6"
"260","99.2"
"265","98.6"
"270","99.6"
"275","99.6"
"280","99.6"
"285","99.6"
"290","99.6"
"295","99.2"
"300","99.6"
"305","99.6"
"310","99.4"
"315","99.6"
"320","99.6"
"325","99.0"
"330","99.6"
"335","98.8"
"340","99.4"
"345","99.4"
"350","99.6"
"355","99.8"
"360","99.6"
"365","99.8"
"370","99.8"
"375","99.6"
"380","99.6"
"385","99.6"
"390","99.6"
"395","99.6"
"400","99.6"
"405","99.6"
"410","99.6"
"415","99.6"
"420","99.6"
"425","99.6"
"430","99.6"
"435","99.6"
"440","99.6"
"445","99.4"
"450","99.6"
"455","99.6"
"460","99.6"
"465","99.6"
"470","99.6"
"475","99.4"
"480","99.6"
"485","99.2"
"490","99.0"
"495","97.2"
"500","96.0"
"505","98.4"
"510","98.8"
"515","98.6"
"520","96.8"
"525","98.4"
"530","98.0"
"535","98.4"
"540","97.4"
"545","99.4"
"550","99.0"
"555","99.6"
"560","99.6"
"565","98.6"
"570","99.6"
"575","99.6"
"580","99.6"
"585","99.6"
"590","99.6"
"595","99.4"
"600","98.4"
"605","99.2"
"610","98.4"
"615","99.6"
"620","99.6"
"625","98.6"
"630","99.6"
"635","99.6"
"640","99.6"
"645","99.6"
"650","99.6"
"655","99.0"
"660","100.0"
"665","99.6"
"670","99.6"
"675","99.6"
"680","99.8"
"685","99.6"
"690","99.6"
"695","99.6"
"700","99.6"
"705","99.6"
"710","99.6"
"715","99.6"
"720","99.6"
"725","99.6"
"730","99.6"
"735","99.6"
"740","99.6"
"745","99.6"
"750","99.6"
"755","99.6"
"760","99.4"
"765","99.6"
"770","99.6"
"775","99.6"
"780","99.2"
"785","99.4"
"790","99.6"
"795","99.0"
"800","99.4"
"805","99.6"
"810","99.0"
"815","99.4"
"820","99.8"
"825","99.0"
"830","99.2"
"835","99.2"
"840","99.2"
"845","98.0"
"850","99.4"
"855","99.4"
"860","99.0"
"865","99.2"
"870","98.6"
"875","98.6"
"880","98.4"
"885","99.0"
"890","98.8"
"895","99.6"
"900","99.4"
