kB totales       5031372   60052   46556
kB totales       5031372   60052   46556
kB totales       5031372   60052   46556
kB totales       5031372   60056   46560
kB totales       7568352   80444   66824
kB totales       7568352   80496   66876
kB totales       7568352   80388   66768
kB totales       7568352   80392   66772
kB totales       7568352   80412   66792
kB totales       7568352   80636   67016
kB totales       7568352   80636   67016
kB totales       7568352   80644   67024
kB totales       7568352   80644   67024
kB totales       7568352   80652   67032
kB totales       7568352   80676   67056
kB totales       7568352   80676   67056
kB totales       7568352   80676   67056
kB totales       7568352   80676   67056
kB totales       7568352   80676   67032
kB totales       7568352   80776   67136
kB totales       7568352   80776   67140
kB totales       7568352   80776   67140
kB totales       7568352   80776   67140
kB totales       7568352   80776   67140
kB totales       7568352   80816   67180
kB totales       7568352   80824   67188
kB totales       7568352   80828   67192
kB totales       7568352   80828   67192
kB totales       7568352   80828   67192
kB totales       7568352   80856   67220
kB totales       8214672  235104  211080
kB totales       22051440 1035512  983084
kB totales       15101136 1266212 1237280
kB totales       14539968 1324796 1296060
kB totales       15316244 1381716 1352004
kB totales       15414860 1420428 1390752
kB totales       15510768 1443332 1413504
kB totales       15613772 1459340 1429412
kB totales       15070160 1446440 1417704
kB totales       14754080 1432724 1415968
kB totales       15483644 1479924 1451148
kB totales       14839220 1454040 1437412
kB totales       14850580 1458732 1442284
kB totales       14864024 1466520 1449892
kB totales       14873820 1472288 1455936
kB totales       14874064 1474344 1457976
kB totales       14878960 1472968 1456616
kB totales       14878972 1473788 1457432
kB totales       14880164 1473884 1457528
kB totales       14885288 1450984 1434568
kB totales       14890672 1446924 1430416
kB totales       14899820 1444048 1427484
kB totales       14908756 1443784 1427372
kB totales       14908756 1445364 1428952
kB totales       14908756 1446572 1430160
kB totales       14908756 1450260 1433840
kB totales       14908756 1452788 1436368
kB totales       14908756 1455736 1439316
kB totales       14908912 1458544 1442120
kB totales       14951700 1471716 1444856
kB totales       14948284 1462616 1445920
kB totales       14957072 1464244 1447824
kB totales       14957072 1465628 1449204
kB totales       14957228 1466224 1449796
kB totales       14960312 1468488 1452060
kB totales       14962212 1470636 1454212
kB totales       14962212 1472004 1455584
kB totales       14962344 1472516 1456096
kB totales       14962344 1473968 1457548
kB totales       14962344 1476968 1460548
kB totales       14962344 1478600 1462180
kB totales       14962344 1479060 1462640
kB totales       14962344 1480128 1463708
kB totales       14962344 1482312 1465892
kB totales       14962344 1485248 1468828
kB totales       14962344 1486688 1470268
kB totales       14962344 1487032 1470612
kB totales       14962344 1487776 1471356
kB totales       14962344 1489932 1473512
kB totales       14962344 1492288 1475868
kB totales       14962344 1507624 1491204
kB totales       14962344 1514820 1498392
kB totales       14962344 1515716 1499292
kB totales       14961328 1516080 1499652
kB totales       14962344 1516716 1500292
kB totales       14962344 1517348 1500924
kB totales       14962344 1514408 1497984
kB totales       14962344 1508572 1492148
kB totales       14962748 1505664 1489128
kB totales       14970568 1507080 1490656
kB totales       14970568 1507688 1491264
kB totales       14970568 1507816 1491392
kB totales       14970568 1508100 1491676
kB totales       14970568 1508180 1491756
kB totales       14970568 1508448 1492024
kB totales       14970568 1508692 1492264
kB totales       14970568 1508888 1492464
kB totales       14970724 1518300 1501872
kB totales       14972624 1512292 1495868
kB totales       14972624 1516680 1500256
kB totales       14972624 1517440 1501016
kB totales       14972800 1518248 1501820
kB totales       14978956 1519780 1503348
kB totales       14981876 1520220 1503796
kB totales       14981876 1520204 1503780
kB totales       14981876 1517228 1500804
kB totales       14981876 1513324 1496896
kB totales       14981876 1513448 1497020
kB totales       14981876 1513552 1497124
kB totales       14981876 1513524 1497096
kB totales       14981876 1513748 1497324
kB totales       14981876 1513820 1497392
kB totales       14981876 1514036 1497608
kB totales       14981876 1514380 1497952
kB totales       14981876 1514616 1498192
kB totales       14981876 1514792 1498368
kB totales       14981876 1515504 1499080
kB totales       14981876 1515952 1499528
kB totales       14981876 1516072 1499648
kB totales       14981876 1516060 1499636
kB totales       14981876 1516084 1499660
kB totales       14981876 1516260 1499832
kB totales       14981876 1516312 1499888
kB totales       14981876 1516452 1500028
kB totales       14981876 1516564 1500140
kB totales       14981876 1516644 1500220
kB totales       14981876 1516820 1500396
kB totales       14981876 1516840 1500416
kB totales       14981876 1519212 1502784
kB totales       14981876 1519076 1502648
kB totales       14981876 1519180 1502756
kB totales       14981876 1517632 1501208
kB totales       14981876 1517788 1501364
kB totales       14981876 1518728 1502304
kB totales       14981876 1518844 1502416
kB totales       14981876 1518844 1502416
kB totales       14981876 1518932 1502504
kB totales       14981876 1519152 1502720
kB totales       14981876 1519236 1502808
kB totales       14981876 1519444 1503016
kB totales       14981876 1519500 1503072
kB totales       14981876 1519520 1503092
kB totales       14981876 1519648 1503220
kB totales       14981876 1519760 1503332
kB totales       14981876 1519916 1503484
kB totales       14981876 1519896 1503468
kB totales       14981876 1521256 1504828
kB totales       14980860 1521300 1504868
kB totales       14981876 1521356 1504928
kB totales       14981876 1521444 1505016
kB totales       14980864 1521676 1505248
kB totales       14981876 1521748 1505316
kB totales       14981876 1521924 1505492
kB totales       14981876 1521940 1505508
kB totales       14981876 1521960 1505528
kB totales       14981876 1522060 1505628
kB totales       14981876 1522084 1505656
kB totales       14981876 1522088 1505660
kB totales       14981876 1522172 1505744
kB totales       14981876 1522804 1506376
kB totales       14981876 1522744 1506316
kB totales       14981876 1522876 1506448
kB totales       14981876 1523360 1506932
kB totales       14981876 1523412 1506984
kB totales       14981876 1523604 1507172
kB totales       14981876 1523596 1507164
kB totales       14981876 1523864 1507432
kB totales       14981876 1524060 1507632
kB totales       14981876 1524096 1507664
kB totales       14981876 1524396 1507964
kB totales       14981876 1524216 1507784
kB totales       14981876 1524296 1507860
kB totales       14981876 1524332 1507900
kB totales       14981876 1524332 1507904
kB totales       14981876 1524392 1507964
kB totales       14981876 1524392 1507964
kB totales       14981876 1524348 1507920
kB totales       14981876 1524052 1507624
kB totales       14981876 1524584 1508156
kB totales       14981876 1525012 1508584
kB totales       14981876 1525196 1508768
kB totales       14981876 1525256 1508828
kB totales       14981876 1525296 1508868
kB totales       14981876 1525504 1509072
kB totales       14981876 1525656 1509228
kB totales       14981876 1525852 1509424
kB totales       14981876 1526036 1509604
kB totales       14981876 1526180 1509752
kB totales       14981876 1526216 1509788
kB totales       14981876 1526320 1509892
kB totales       14981876 1526248 1509820
kB totales       14981876 1526356 1509928
kB totales       14981876 1526436 1510008
kB totales       14981876 1526600 1510168
kB totales       14981876 1526996 1510568
kB totales       14981876 1527480 1511052
kB totales       14981876 1527596 1511160
kB totales       14981876 1527768 1511336
kB totales       14981876 1527712 1511280
kB totales       14981876 1527788 1511360
kB totales       14981876 1527760 1511328
kB totales       14981876 1527704 1511272
kB totales       14981876 1527712 1511284
kB totales       14981876 1527796 1511364
kB totales       14981876 1527932 1511500
kB totales       14981876 1528028 1511600
kB totales       14981876 1528128 1511696
kB totales       14981876 1528436 1512008
kB totales       14981876 1528544 1512116
kB totales       14981876 1528860 1512428
kB totales       14981876 1528848 1512416
kB totales       14981876 1529088 1512656
kB totales       14981876 1529316 1512884
kB totales       14981876 1529352 1512924
