# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
20,0,0.0,0.0,0.0,0.0
25,168,2.638534317232331,6.7045109740536475,0.5454420238866227,0.1828250158384079
30,379,5.833676698168229,12.606018551826347,1.240542727406277,0.4178226124535553
35,638,9.476958750955694,18.192910098395917,2.0696056332189467,0.7002716242218796
40,875,12.50911771305935,21.834987130068924,2.818851149794578,0.9589952175537276
45,1122,15.442758684078282,24.891337665184423,3.585464110371631,1.2262577164449837
50,1374,18.253776493510944,27.436817276696132,4.362546037878576,1.4997957532629358
55,1665,21.431709060246025,30.22795361189895,5.249095172582365,1.8128154725442385
60,1917,23.747885719522124,31.905494994721643,5.995373988018091,2.0819958598404735
65,2161,25.734951064516686,33.20202889375652,6.699566516469851,2.3397126732858005
70,2423,27.834988426942722,34.570451134894775,7.448316823203124,2.614838213196298
75,2665,29.5432404337178,35.490156317685,8.138411446616006,2.8729270902116673
80,2908,31.066934800108136,36.30773652799525,8.807182681471327,3.1262620244230637
85,3220,33.540206135474804,37.84007248620876,9.686382618878893,3.4524314813276433
90,3473,34.92022305729012,38.54713551357339,10.365930942323102,3.714744207519655
95,3758,36.65364231345019,39.5158078271553,11.130112887757441,4.007736562909912
100,4060,38.55229624269975,40.558187189903386,11.944472492095835,4.320158273699295
105,4316,39.59553303435787,41.063153897172306,12.599920709738347,4.582095783167427
110,4608,41.01909961280867,41.8496658742498,13.340400889082634,4.874715000591485
115,4883,42.20091515557221,42.42021925730978,14.04219633370304,5.156848819882161
120,5134,42.840486666738144,42.74346216272601,14.63983226131032,5.40639472375843
125,5392,43.524867565787204,43.09677474264965,15.24742439130434,5.661206287791591
130,5681,44.730208604105165,43.66117960422881,15.963979439204486,5.954495251394643
135,5967,45.61530025509522,44.16155690477996,16.62241094460659,6.230646923974559
140,6269,46.82940181187704,44.740490597709034,17.352602265358264,6.532969434290196
145,6534,47.35475783624393,45.02455593884245,17.948413343425813,6.79261990718338
150,6830,48.28585999023033,45.49611971699971,18.626936389174872,7.0818567281637135
155,7114,48.95062192156523,45.85999862690265,19.254575924601053,7.356194768404987
160,7395,49.49826795525156,46.1824198033922,19.858618654039855,7.624580812609203
165,7660,49.81023322484895,46.38837870977404,20.4130089245033,7.878183592546915
170,7916,49.8893706067366,46.52918277296103,20.91526170971674,8.11597697935012
175,8247,51.177505410565004,47.090395428398196,21.66044688848798,8.436663264972578
180,8514,51.371197383520574,47.26518547532867,22.188361267008503,8.686875015090662
185,8775,51.437464781877935,47.39802908005549,22.684410023695687,8.927944341288985
190,9043,51.642353785275866,47.5607051510086,23.202011198722325,9.177650380369997
195,9277,51.31914502209876,47.54086861734761,23.605274483283903,9.390516037271745
200,9579,51.981245629226535,47.86177248470995,24.20021496616515,9.66868421002096
205,9823,51.72688727273382,47.8843229018106,24.60681364907517,9.885477647265828
210,10151,52.77215565345923,48.305535338711366,25.271148585732764,10.189712447838472
215,10490,54.05367133041698,48.75831656383679,25.990617216425434,10.514422349354156
220,10800,54.625060222444745,49.058686950397636,26.57257712567609,10.795228153498343
225,11108,55.16675449821025,49.33642836935178,27.148223792928412,11.075586281205485
230,11349,54.673688032468604,49.31143071423773,27.509401885046675,11.285693297532788
235,11641,54.891671901735656,49.50437825352965,28.00345001628915,11.541173565813265
240,11930,55.108217860208235,49.67679335301539,28.492637959415724,11.796346464974741
245,12229,55.56330763299765,49.8828945500463,29.026631684805242,12.067834153874161
250,12470,54.95857894386282,49.848690448880454,29.340233879162398,12.266903814174956
255,12749,55.02585525694948,49.96497818410954,29.777575345359864,12.508083783861878
260,13039,55.27964585793134,50.11909382195793,30.247356703765682,12.761223944646806
265,13336,55.57710895114666,50.29376910375627,30.72259609623805,13.017393792061005
270,13588,55.179161291504094,50.29546496841429,31.05114068456774,13.225607142825098
275,13902,55.8364632626798,50.5224096234887,31.58582029958086,13.50358090551587
280,14224,56.37724580168831,50.769786825518665,32.09843960094389,13.775582529714603
285,14580,57.658354492864795,51.1277337178326,32.76456580306057,14.100370713124374
290,14912,58.38928011063901,51.390614543967146,33.32712204888598,14.39233466945926
295,15198,58.26220828907489,51.48873827114396,33.71509459604051,14.627279581147926
300,15517,58.67300343283452,51.69341746024839,34.20574292581077,14.897487865483043
305,15792,58.411308527442,51.74724962724586,34.55605318257801,15.121877938891783
