VIR,RES (kB),RES (MB),SHR,time (s)
7500484,79628,79.628,65992,1
7500484,79628,79.628,65992,2
7500484,79628,79.628,65992,3
7500484,79636,79.636,66000,4
7500484,79644,79.644,66008,5
7500484,79648,79.648,66012,6
7500484,79648,79.648,66012,7
7500484,79648,79.648,66012,8
7500484,79648,79.648,66012,9
7500484,79664,79.664,66028,10
8038792,119824,119.824,106068,11
8428484,153944,153.944,139992,12
8853120,186744,186.744,163104,13
9668660,231364,231.364,205192,14
9473200,218460,218.46,194628,15
9707052,230048,230.048,206168,16
10141384,244268,244.268,220296,17
10374396,283296,283.296,257412,18
10182784,275584,275.584,251644,19
10217548,264020,264.02,249892,20
10274068,266280,266.28,251456,21
10328552,267768,267.768,252944,22
10399308,278516,278.516,254904,23
10464160,280020,280.02,256252,24
10521656,281024,281.024,257324,25
10586492,282880,282.88,259112,26
10647144,284252,284.252,260484,27
10706724,285596,285.596,261880,28
10772728,287168,287.168,263272,29
10835440,291700,291.7,267804,30
10855240,280828,280.828,267108,31
10855240,283644,283.644,269924,32
10855240,289896,289.896,276172,33
10855240,289992,289.992,276272,34
10855240,290052,290.052,276332,35
10855240,287944,287.944,274224,36
10855240,288004,288.004,274284,37
10855240,288080,288.08,274360,38
10855240,288224,288.224,274504,39
10855240,288520,288.52,274800,40
10855240,288824,288.824,275104,41
10855240,289124,289.124,275404,42
10855240,289480,289.48,275760,43
10855240,289776,289.776,276056,44
10855240,290080,290.08,276360,45
10855240,290376,290.376,276656,46
10855240,290676,290.676,276956,47
10855240,291024,291.024,277296,48
10855240,291296,291.296,277568,49
10855240,291724,291.724,278004,50
10855240,292324,292.324,278604,51
10855240,297228,297.228,283508,52
10855240,297528,297.528,283808,53
10855240,303596,303.596,289876,54
10855240,308276,308.276,294556,55
10855240,312192,312.192,298472,56
10855240,313564,313.564,299844,57
10855240,314752,314.752,301032,58
10855240,318476,318.476,304756,59
10855240,320260,320.26,306540,60
10855240,322184,322.184,308464,61
10855240,323836,323.836,310116,62
10855240,324588,324.588,310868,63
10855240,324860,324.86,311132,64
10855240,325424,325.424,311696,65
10855240,325516,325.516,311796,66
10855240,325992,325.992,312272,67
10855240,326764,326.764,313044,68
10855240,327724,327.724,314004,69
10855240,328528,328.528,314808,70
10855240,328528,328.528,314808,71
10855240,328528,328.528,314808,72
10855240,328672,328.672,314952,73
10855240,330720,330.72,317000,74
10855240,330720,330.72,317000,75
10855240,330720,330.72,317000,76
10855240,330720,330.72,317000,77
10855240,330720,330.72,317000,78
10855240,330728,330.728,317008,79
10855240,330728,330.728,317004,80
10855240,330728,330.728,317004,81
10855240,330848,330.848,317128,82
10855240,331028,331.028,317308,83
10855240,331208,331.208,317488,84
10855240,331388,331.388,317668,85
10855240,331568,331.568,317848,86
10855240,331640,331.64,317920,87
10855240,331640,331.64,317920,88
10855240,331664,331.664,317944,89
10855240,331664,331.664,317944,90
10855240,331664,331.664,317944,91
10855240,331664,331.664,317944,92
10855240,331664,331.664,317944,93
10855240,331668,331.668,317948,94
10855240,331668,331.668,317944,95
10855240,331668,331.668,317944,96
10855240,331676,331.676,317952,97
10855240,331704,331.704,317984,98
10855240,331704,331.704,317984,99
10855240,331704,331.704,317984,100
10855240,332268,332.268,318548,101
10855240,341980,341.98,328260,102
10855240,342992,342.992,329272,103
10855240,343848,343.848,330128,104
10855240,344792,344.792,331072,105
10855240,345648,345.648,331928,106
10855240,345648,345.648,331928,107
10855240,345648,345.648,331928,108
10855240,345648,345.648,331928,109
10855240,345648,345.648,331928,110
10855240,345648,345.648,331920,111
10855240,345648,345.648,331920,112
10855240,345648,345.648,331920,113
10855240,345648,345.648,331920,114
10855240,345652,345.652,331928,115
10855240,345652,345.652,331928,116
10855240,345652,345.652,331928,117
10855240,345652,345.652,331928,118
10855240,345652,345.652,331928,119
10855240,345652,345.652,331928,120
10855240,345652,345.652,331928,121
10855240,345652,345.652,331928,122
10855240,345652,345.652,331928,123
10855240,345652,345.652,331924,124
10855240,345708,345.708,331968,125
10855240,345708,345.708,331968,126
10855240,345708,345.708,331968,127
10855240,345708,345.708,331968,128
10855240,345708,345.708,331968,129
10855240,345708,345.708,331968,130
10855240,345724,345.724,331984,131
10855240,345724,345.724,331984,132
10855240,345724,345.724,331984,133
10855240,345724,345.724,331984,134
10855240,345792,345.792,332052,135
10855240,358024,358.024,344284,136
10855240,361024,361.024,347284,137
10855240,361024,361.024,347284,138
10855240,361024,361.024,347276,139
10855240,361024,361.024,347276,140
10855240,361024,361.024,347276,141
10855240,361024,361.024,347276,142
10855240,361024,361.024,347276,143
10855240,361024,361.024,347276,144
10855240,361024,361.024,347276,145
10855240,361024,361.024,347276,146
10855240,361024,361.024,347276,147
10855240,361024,361.024,347276,148
10855240,361024,361.024,347276,149
10855240,361024,361.024,347276,150
10855240,361340,361.34,347600,151
10855240,362480,362.48,348740,152
10855240,362480,362.48,348740,153
10855240,362480,362.48,348740,154
10855240,362480,362.48,348732,155
10855240,362480,362.48,348732,156
10855240,362480,362.48,348732,157
10855240,362480,362.48,348732,158
10855240,362480,362.48,348736,159
10855240,362480,362.48,348736,160
10855240,362480,362.48,348736,161
10855240,362480,362.48,348736,162
10855240,362480,362.48,348736,163
10855240,362496,362.496,348752,164
10855240,362496,362.496,348752,165
10855240,362496,362.496,348752,166
10855240,362504,362.504,348760,167
10855240,362504,362.504,348760,168
10855240,362504,362.504,348760,169
10855240,362504,362.504,348760,170
10855240,362772,362.772,349032,171
10855240,368920,368.92,355180,172
10855240,368920,368.92,355180,173
10855240,368920,368.92,355180,174
10855240,368924,368.924,355184,175
10855240,368924,368.924,355184,176
10855240,368924,368.924,355184,177
10855240,368924,368.924,355176,178
10855240,368924,368.924,355176,179
10855240,368924,368.924,355176,180
10855240,368924,368.924,355176,181
10855240,368924,368.924,355176,182
10855240,368928,368.928,355184,183
10855240,368928,368.928,355184,184
10855240,368928,368.928,355184,185
10855240,369440,369.44,355696,186
10855240,369440,369.44,355696,187
10855240,369448,369.448,355708,188
10855240,368956,368.956,355216,189
10855240,369328,369.328,355588,190
10855240,369328,369.328,355588,191
10855240,368964,368.964,355224,192
10855240,368964,368.964,355224,193
10855240,368964,368.964,355216,194
10855240,368964,368.964,355216,195
10855240,368964,368.964,355216,196
10855240,368964,368.964,355216,197
10855240,368964,368.964,355224,198
10855240,368964,368.964,355224,199
