"# time","value"
"5","97.8"
"10","98.8"
"15","98.6"
"20","98.8"
"25","98.6"
"30","98.8"
"35","98.8"
"40","98.6"
"45","98.8"
"50","98.8"
"55","98.6"
"60","98.8"
"65","99.0"
"70","98.8"
"75","98.8"
"80","98.8"
"85","98.8"
"90","99.0"
"95","98.8"
"100","98.8"
"105","98.8"
"110","98.8"
"115","99.0"
"120","98.8"
"125","98.8"
"130","99.0"
"135","98.8"
"140","98.8"
"145","99.0"
"150","98.8"
"155","98.8"
"160","98.8"
"165","99.0"
"170","98.8"
"175","99.0"
"180","98.8"
"185","98.8"
"190","99.0"
"195","98.8"
"200","98.8"
"205","99.0"
"210","98.8"
"215","98.8"
"220","99.0"
"225","98.8"
"230","98.8"
"235","99.0"
"240","98.8"
"245","98.8"
"250","99.0"
"255","98.8"
"260","98.8"
"265","98.8"
"270","99.0"
"275","98.8"
"280","98.8"
"285","98.8"
"290","99.0"
"295","98.8"
"300","98.8"
"305","99.0"
"310","98.8"
"315","98.8"
"320","99.0"
"325","98.8"
"330","98.8"
"335","99.0"
"340","98.8"
"345","98.8"
"350","99.0"
"355","98.8"
"360","99.0"
"365","98.8"
"370","98.8"
"375","99.0"
"380","98.8"
"385","98.8"
"390","99.0"
"395","98.8"
"400","98.8"
"405","99.0"
"410","98.8"
"415","98.8"
"420","98.8"
"425","99.0"
"430","98.8"
"435","98.8"
"440","99.0"
"445","98.8"
"450","98.8"
"455","99.0"
"460","98.8"
"465","98.8"
"470","99.0"
"475","99.0"
"480","98.8"
"485","98.8"
"490","99.0"
"495","98.8"
"500","98.8"
"505","99.0"
"510","98.8"
"515","98.8"
"520","99.0"
"525","98.8"
"530","98.8"
"535","99.0"
"540","98.6"
"545","99.0"
"550","98.8"
"555","98.8"
"560","99.0"
"565","98.8"
"570","98.8"
"575","99.0"
"580","98.8"
"585","99.0"
"590","98.8"
"595","99.0"
"600","98.8"
"605","99.0"
"610","98.8"
"615","98.8"
"620","99.0"
"625","98.8"
"630","99.0"
"635","99.0"
"640","99.0"
"645","99.0"
"650","99.0"
"655","98.8"
"660","99.0"
"665","99.0"
"670","98.8"
"675","99.0"
"680","99.0"
"685","99.0"
"690","99.0"
"695","99.0"
"700","98.8"
"705","99.0"
"710","99.0"
"715","99.0"
"720","98.8"
"725","99.0"
"730","99.0"
"735","99.0"
"740","98.8"
"745","99.0"
"750","99.0"
"755","99.0"
"760","98.8"
"765","99.0"
"770","99.0"
"775","99.0"
"780","99.0"
"785","99.0"
"790","99.0"
"795","98.8"
"800","99.0"
"805","99.0"
"810","99.0"
"815","98.8"
"820","99.0"
"825","99.0"
"830","99.0"
"835","98.8"
"840","99.0"
"845","99.0"
"850","99.0"
"855","98.8"
"860","99.0"
"865","99.0"
"870","99.0"
"875","98.8"
"880","99.0"
"885","99.0"
"890","98.8"
"895","99.0"
