# time,count
10,1
15,1
20,2
25,2
30,3
35,3
40,4
45,4
50,5
55,5
60,6
65,6
70,7
75,7
80,8
85,8
90,8
95,8
100,8
105,8
110,8
115,8
120,8
125,8
130,8
135,8
140,8
145,8
150,8
155,8
160,8
165,8
170,8
175,8
180,8
185,8
190,8
195,8
200,8
205,8
210,8
215,8
220,8
225,8
230,8
235,8
240,8
245,8
250,8
255,8
260,8
265,8
270,8
275,8
280,8
285,8
290,8
295,8
300,8
305,8
310,8
315,8
320,8
325,8
330,8
335,8
340,8
345,8
350,8
355,8
360,8
365,8
370,8
375,8
380,8
385,8
390,8
395,8
400,8
405,8
410,8
415,8
420,8
425,8
430,7
435,7
440,7
445,7
450,7
455,7
460,7
465,7
470,7
475,7
480,7
485,7
