0;175
1;100
2;125
4;50
5;25
6;50
7;25
9;50
17;25
22;75
24;25
25;125
26;25
27;250
28;175
29;125
30;75
31;150
32;150
33;50
34;150
35;25
36;25
38;50
39;125
43;25
47;25
53;75
54;25
55;75
56;75
57;150
58;50
59;275
60;100
61;200
62;125
63;25
67;125
68;25
69;25
70;25
72;100
73;75
75;25
76;25
77;50
78;75
80;175
81;25
82;50
83;100
84;150
85;350
86;300
87;500
88;125
89;75
90;75
91;300
92;275
93;125
94;75
96;150
100;25
101;75
102;125
103;50
104;200
105;100
106;125
107;125
108;450
109;75
110;200
111;150
112;125
113;275
114;250
115;125
116;75
117;200
118;300
119;225
120;575
121;75
122;100
123;75
124;150
125;200
126;200
127;325
128;200
129;225
130;75
131;25
135;100
136;25
138;150
139;100
140;300
141;50
143;25
145;75
146;100
147;75
148;125
149;75
151;25
152;75
153;25
154;75
156;75
162;75
163;25
164;75
165;25
166;50
167;75
168;225
169;100
170;100
172;125
173;100
174;100
175;175
176;200
177;125
178;125
179;200
180;125
181;75
182;50
183;50
184;25
185;25
186;100
187;125
188;225
189;75
190;100
191;200
192;175
193;175
194;100
196;25
197;75
199;25
203;25
204;175
205;75
206;125
207;125
208;400
209;50
210;125
211;50
212;125
213;200
214;150
215;125
216;150
217;75
218;150
219;50
220;75
221;250
222;50
223;75
224;25
225;100
226;25
227;100
228;150
229;175
230;325
231;325
232;250
233;75
234;125
236;375
237;75
238;50
239;50
240;75
241;50
242;150
243;200
244;125
245;75
246;125
247;50
248;100
249;50
250;75
252;50
253;50
254;100
255;175
256;425
257;75
259;25
260;375
261;25
262;175
263;100
264;100
265;175
266;125
267;75
268;75
269;150
270;250
271;350
272;50
273;275
274;125
275;200
276;100
277;250
278;175
279;675
280;100
281;75
282;375
283;100
284;175
285;150
286;75
287;25
288;100
289;250
290;475
291;825
292;350
293;675
294;200
295;675
296;325
297;100
298;775
299;575
300;500
301;650
302;575
303;675
304;500
305;575
306;500
307;800
308;225
309;250
310;250
311;275
312;125
313;175
314;25
315;425
316;400
317;325
318;550
319;300
320;600
321;775
322;475
323;550
324;150
325;225
326;225
327;150
328;50
329;325
330;275
334;50
336;125
337;25
338;100
339;150
341;75
342;350
343;225
344;225
345;100
346;175
347;650
348;275
349;300
350;1125
351;550
352;350
353;275
354;100
357;75
359;25
360;225
361;300
362;75
363;225
364;200
365;100
366;150
367;275
368;325
369;175
370;225
371;275
372;25
373;250
374;750
375;50
376;200
377;450
378;50
379;200
380;300
381;225
382;225
383;75
384;150
385;125
386;425
387;200
388;325
389;75
390;450
391;475
392;275
393;350
394;75
395;475
396;250
397;50
398;75
399;50
401;25
402;75
404;75
405;125
406;25
407;225
408;175
409;300
410;375
411;250
412;200
413;325
414;25
415;50
416;125
417;50
418;25
419;125
420;75
421;25
423;50
424;50
425;25
426;50
428;25
429;175
430;125
431;125
432;350
433;100
434;325
435;175
436;125
437;225
438;275
439;25
440;150
441;75
442;50
443;100
445;100
446;100
449;50
450;50
451;100
452;200
453;50
454;25
456;25
458;250
459;250
460;25
461;150
463;25
464;25
468;100
471;25
472;150
473;225
474;125
475;250
476;50
477;150
478;50
481;50
484;25
496;25
497;250
498;250
500;25
501;125
502;175
503;200
504;125
505;25
506;175
507;75
508;75
509;225
510;50
514;25
523;25
527;75
528;25
529;275
530;75
531;150
532;50
533;100
534;50
535;225
536;100
538;25
552;250
553;250
554;25
556;75
557;75
558;50
559;100
560;25
561;125
562;100
563;275
564;400
565;175
566;250
567;125
568;25
569;25
570;50
572;50
573;50
577;25
578;25
579;25
580;125
581;150
582;200
583;250
584;175
585;325
586;475
587;450
588;375
589;175
590;175
591;175
592;50
595;25
601;50
602;25
603;225
604;100
605;200
606;25
608;200
609;75
610;50
611;50
613;25
614;100
615;25
616;100
617;75
618;25
619;75
620;50
621;50
622;200
623;275
624;150
625;200
626;325
627;250
628;100
629;75
630;50
631;375
632;375
633;300
634;275
635;150
636;200
637;150
638;225
639;225
640;200
641;250
642;75
643;250
644;200
645;175
646;25
647;150
648;225
649;100
650;225
651;200
652;700
653;325
654;50
655;175
656;125
657;150
658;375
659;25
660;275
661;275
662;175
664;75
665;50
666;25
667;25
668;225
669;200
670;175
671;100
672;100
673;50
674;75
675;75
676;125
677;150
678;150
679;200
680;300
681;125
682;100
683;250
684;175
685;425
686;300
687;250
688;625
689;250
690;250
691;325
692;550
693;175
694;150
695;850
696;900
697;700
698;325
699;275
700;375
701;250
702;650
703;475
704;225
705;300
706;225
707;150
708;75
709;125
710;125
711;275
712;375
713;150
714;300
715;150
716;325
717;175
718;50
719;150
720;175
721;75
722;200
724;100
725;125
726;150
727;225
728;25
730;25
731;25
733;100
734;25
736;25
737;25
738;50
739;25
740;300
741;75
742;50
743;150
744;25
745;200
746;300
747;100
748;175
750;125
751;150
752;175
753;325
754;400
755;275
756;100
757;75
758;125
759;225
760;350
761;325
762;500
763;200
764;250
765;100
766;175
767;200
768;25
769;150
770;100
771;175
772;125
774;175
775;125
776;100
777;225
779;125
780;50
782;275
783;125
784;325
785;375
786;75
787;250
788;175
789;75
790;225
791;150
792;200
793;350
794;300
795;75
796;200
797;300
798;75
799;75
800;175
801;50
802;200
803;325
804;175
805;100
806;375
807;150
808;100
809;175
810;75
811;150
812;400
813;325
814;75
815;75
816;400
817;125
818;150
819;150
820;175
821;125
822;50
826;75
827;75
828;200
829;25
830;25
831;125
834;50
836;25
837;50
839;25
846;150
847;25
848;25
849;275
850;100
852;150
853;275
854;200
856;75
857;50
858;50
859;75
860;25
861;125
862;75
866;50
867;225
868;50
870;50
871;75
872;25
873;50
874;25
875;100
876;25
877;25
878;75
880;25
881;25
882;125
883;300
884;275
885;225
886;275
887;150
888;25
889;125
892;25
893;175
894;100
895;50
896;100
897;25
898;50
899;50
904;125
905;275
906;350
907;200
908;125
909;75
910;75
911;200
914;50
915;275
917;50
919;25
920;150
921;150
922;50
923;175
924;25
925;50
926;125
927;125
928;50
929;50
930;125
931;100
932;75
933;75
934;450
935;250
936;150
937;175
938;125
939;25
941;150
945;75
947;25
948;75
949;75
950;50
951;25
952;50
953;125
954;75
955;300
956;250
957;50
958;100
959;275
960;175
961;225
962;125
963;150
964;25
965;75
966;25
987;25
988;200
989;50
990;25
991;50
992;25
993;50
994;175
995;25
1015;25
1016;75
1020;100
1021;175
1024;25
1025;25
1044;175
1045;25
1049;25
1050;75
1065;100
1066;25
1068;350
1069;75
1071;100
1072;50
1074;150
1075;175
1076;200
1077;100
1084;175
1085;100
1086;250
1087;50
1088;225
1089;100
1090;200
1091;275
1092;150
1093;175
1094;250
1095;150
1096;150
1097;250
1098;325
1099;300
1100;175
1101;225
1102;300
1103;250
1104;200
1105;275
1106;350
1107;275
1108;550
1109;300
1110;375
1111;225
1113;75
1114;225
1115;50
1116;75
1117;350
1118;350
1119;500
1120;225
1121;325
1122;75
1123;300
1124;150
1125;275
1126;175
1127;500
1128;225
1129;150
1130;175
1131;75
1132;200
1133;125
1134;50
1135;100
1136;100
1137;125
1138;75
1139;100
1140;50
1141;250
1142;250
1143;175
1144;175
1145;150
1146;75
1147;50
1148;50
1150;25
1153;25
1154;50
1155;100
1156;50
1157;75
1158;25
1159;50
1160;200
1161;125
1162;50
1163;125
1164;275
1165;225
1166;225
1167;200
1168;450
1169;150
1170;250
1171;200
1172;100
1173;75
1174;75
1175;125
1176;150
1177;200
1178;125
1179;175
1180;325
1181;325
1182;250
1183;350
1184;475
1185;275
1186;575
1187;400
1188;225
1189;150
1190;75
1195;50
1196;100
1197;100
1198;25
1199;50
1200;75
1201;75
1202;100
1203;25
1204;75
1205;125
1206;50
1207;100
1208;125
1209;50
1210;25
1212;50
1213;100
1214;100
1215;25
1216;125
1217;450
1219;100
1220;25
1221;75
1226;50
1227;100
1228;75
1229;50
1232;50
1233;150
1234;25
1235;50
1236;300
1237;250
1238;275
1239;25
1240;75
1241;25
1243;75
1244;50
1245;25
1246;25
1247;125
1248;200
1249;100
1250;175
1251;350
1252;75
1253;50
1254;150
1255;200
1256;200
1257;175
1258;125
1259;75
1260;25
1284;25
1285;50
1286;75
1287;250
1288;125
1289;25
1292;50
1293;225
1294;175
1295;100
1296;50
1297;100
1298;25
1299;175
1300;250
1301;100
1302;50
1303;150
1304;50
1305;75
1306;100
1307;200
1308;200
1309;125
1310;100
1312;25
1337;150
1338;50
1340;75
1341;125
1343;25
1344;125
1345;50
1346;25
1347;25
1348;50
1349;100
1350;175
1351;125
1352;25
1354;200
1355;25
1356;25
1375;25
1376;200
1377;50
1378;100
1379;25
1380;100
1381;325
1382;25
1383;100
1420;50
1421;125
1422;200
1423;75
1424;150
1425;50
1426;150
1427;275
1428;150
1429;200
1430;400
1431;200
1432;50
1433;100
1434;125
1435;275
1436;200
1437;150
1438;50
1439;225
1440;50
1441;175
1444;25
1445;25
1446;150
1447;475
1448;25
1465;75
1466;75
1467;75
1468;150
1470;75
1471;25
1473;175
1474;275
1475;50
1476;25
1479;50
1481;25
1482;25
1486;25
1487;100
1488;50
1490;25
1491;75
1502;100
1503;150
1504;300
1505;50
1506;25
1507;50
1508;25
1509;75
1510;25
1511;25
1514;25
1526;25
1528;25
1529;50
1530;150
1531;175
1532;50
1535;25
1536;25
1537;50
1538;75
1539;125
1540;275
1541;200
1546;75
1547;25
1548;150
1549;75
1550;50
1551;125
1552;200
1553;225
1554;125
1555;125
1556;100
1557;25
1558;50
1559;200
1560;100
1561;125
1563;25
1564;25
1569;25
1570;25
1572;50
1573;50
1574;100
1575;150
1576;75
1579;125
1580;50
1581;50
1586;25
1587;250
1588;225
1589;325
1590;175
1591;25
1592;25
1594;50
1595;50
1596;125
1597;25
1598;75
1599;150
1600;75
1601;50
1633;175
1634;100
1635;50
1636;50
1637;175
1638;100
1639;425
1640;325
1641;125
1642;350
1643;100
1644;50
1645;125
1646;25
1647;75
1648;75
1650;50
1651;25
1654;25
1674;175
1675;25
1676;75
1678;50
1679;50
1680;100
1683;25
1684;25
1690;25
1701;25
1703;75
1704;175
1705;50
1719;75
1720;50
1721;25
1722;50
1723;25
1725;50
1728;200
1729;75
1730;75
1731;75
1732;25
1733;100
1734;75
1735;50
1743;50
1744;50
1745;25
1746;75
1748;25
1749;50
1752;200
1753;200
1754;100
1755;75
1756;50
1757;75
1758;25
1759;150
1760;75
1761;50
1762;125
1763;50
1767;50
1768;350
1769;525
1770;225
1771;750
1772;150
1774;150
1775;175
1776;350
1777;875
1778;500
1779;525
1780;650
1781;775
1782;500
1783;250
1784;25
1788;50
1789;75
1790;25
1791;25
1792;200
1795;25
1796;100
1797;200
1798;75
1799;25
1800;50
1801;225
1802;50
1803;125
1804;200
1805;175
1806;175
1807;225
1809;75
1811;25
1812;25
1813;25
1814;125
1815;75
1816;100
1817;50
1818;100
1819;200
1820;25
1822;75
1823;100
1824;50
1825;125
1826;75
1827;100
1828;50
1830;25
1835;50
1836;100
1837;100
1838;50
1839;25
1842;50
1843;25
1844;75
1845;125
1846;50
1847;200
1848;250
1849;125
1850;75
1851;75
1852;25
1854;25
1855;25
1862;125
1863;75
1864;100
1865;125
1866;150
1867;125
1868;175
1869;75
1870;150
1871;125
1872;125
1873;75
1874;100
1875;50
1876;75
1877;50
1879;150
1880;150
1881;100
1882;125
1883;100
1884;50
1885;25
1886;100
1887;150
1888;175
1889;150
1890;375
1891;75
1892;100
1893;75
1894;275
1895;350
1896;175
1897;175
1898;50
1899;25
1902;50
1903;25
1905;50
1906;225
1907;100
1908;125
1909;100
1910;25
1911;25
1912;25
1913;250
1914;150
1915;175
1916;125
1917;275
1918;325
1919;250
1920;325
1922;25
1923;350
1924;75
1925;100
1926;25
1927;200
1928;500
1929;200
1930;25
1931;25
1934;175
1935;475
1936;25
1940;150
1941;125
1942;50
1943;50
1944;25
1946;75
1947;225
1948;300
1949;25
1950;150
1951;50
1953;50
1954;25
1955;25
1960;25
1961;50
1967;25
1969;25
1970;125
1971;75
1972;100
1973;50
1978;125
1979;50
1980;100
1982;25
1983;150
1984;50
1985;25
1986;75
1995;75
1996;25
1997;275
1998;150
2000;25
2007;100
2008;50
2009;25
2010;125
2011;100
2012;125
2013;25
2014;75
2016;25
2017;25
2018;50
2019;25
2023;50
2025;250
2026;300
2027;75
2028;75
2029;75
2030;175
2031;250
2032;225
2033;200
2034;100
2035;200
2036;375
2037;250
2038;225
2039;325
2040;75
2041;100
2042;100
2043;125
2044;125
2045;75
2046;200
2047;125
2048;175
2049;125
2050;75
2052;125
2053;75
2054;200
2055;75
2056;50
2057;100
2058;50
2059;50
2060;175
2061;150
2062;50
2063;75
2064;75
2065;75
2066;100
2067;75
2068;200
2070;175
2071;125
2072;175
2073;200
2074;175
2076;150
2077;375
2078;150
2079;100
2080;125
2081;50
2082;100
2083;175
2084;175
2085;175
2086;25
2087;100
2088;25
2089;250
2090;50
2091;75
2092;75
2093;175
2094;150
2095;100
2096;275
2097;250
2098;75
2099;125
2100;275
2101;275
2102;325
2103;200
2104;100
2105;225
2106;325
2107;125
2108;200
2109;450
2110;175
2111;725
2112;625
2113;725
2114;450
2115;25
2116;275
2117;975
2118;600
2119;325
2120;275
2121;225
2122;225
2123;175
2124;100
2125;150
2126;175
2127;75
2128;250
2129;300
2130;275
2131;350
2132;275
2133;450
2134;350
2135;575
2136;625
2137;450
2138;800
2139;300
2140;350
2141;150
2142;125
2143;450
2144;475
2145;75
2146;225
2147;300
2148;300
2149;375
2150;150
2151;200
2152;125
2153;225
2154;425
2155;400
2156;500
2157;350
2158;325
2159;525
2160;325
2161;225
2162;150
2163;350
2164;275
2165;225
2166;100
2167;450
2168;525
2169;250
2170;450
2171;75
2172;125
2173;350
2174;375
2175;175
2176;100
2177;400
2178;400
2179;450
2180;300
2181;275
2182;475
2183;525
2184;300
2185;100
2186;75
2187;175
2188;275
2189;200
2190;100
2191;125
2192;150
2193;75
2194;525
2195;575
2196;600
2197;675
2198;525
2199;75
2201;300
2202;350
2203;300
2204;675
2205;775
2206;700
2207;550
2208;150
2209;275
2210;375
2211;125
2212;150
2213;450
2214;225
2215;200
2216;575
2217;125
2218;100
2219;100
2220;575
2221;325
2222;425
2223;375
2224;500
2225;225
2226;125
2227;300
2228;200
2229;75
2230;100
2231;75
2232;75
2233;300
2234;175
2235;100
2236;275
2237;25
2239;150
2240;25
2241;75
2242;225
2243;125
2244;150
2245;75
2246;75
2247;125
2248;50
2249;75
2250;50
2252;50
2253;100
2254;25
2255;150
2256;125
2257;50
2259;275
2260;175
2261;25
2263;50
2264;100
2265;350
2266;25
2269;25
2271;50
2272;75
2273;100
2274;125
2275;50
2276;25
2277;25
2280;50
2288;25
2289;125
2294;100
2296;25
2301;25
2302;250
2303;200
2304;25
2306;25
2320;50
2321;150
2322;125
2324;25
2327;350
2342;75
2343;75
2344;150
2345;150
2348;125
2357;25
2358;175
2359;50
2366;200
2367;25
2368;25
2369;150
2370;25
2374;75
2375;200
2376;150
2377;100
2378;50
2379;50
2380;325
2381;175
2382;25
2383;25
2384;25
2385;75
2386;200
2387;300
2388;250
2393;325
2394;75
2395;25
2396;125
2397;100
2398;125
2399;50
2403;25
2404;75
2405;50
2409;150
2410;25
2411;75
2413;25
2414;175
2415;25
2416;100
2417;50
2418;25
2419;200
2420;50
2421;75
2424;100
2425;375
2426;200
2427;175
2428;225
2429;400
2430;200
2431;275
2432;50
2433;75
2434;25
2435;25
2436;150
2437;75
2438;25
2439;175
2440;200
2441;125
2442;125
2443;125
2444;25
2445;175
2446;100
2447;50
2450;25
2451;75
2452;350
2453;250
2454;150
2455;25
2456;100
2457;275
2458;350
2459;250
2460;100
2461;75
2462;75
2463;175
2464;50
2465;150
2466;25
2467;175
2468;50
2470;25
