# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
20,227,3.5820102246063166,11.324077495362141,0.7404788687915363,0.2481988093806265
25,419,6.34991186145402,16.7252653215488,1.3596302936288107,0.4584575564645991
30,666,9.82398909297896,22.15782781950342,2.1602791812184883,0.7318172012746246
35,845,11.884925133570775,24.099982784597977,2.7129891509639377,0.9249922337726085
40,1075,14.62860703155472,26.829978461059262,3.4317662179420507,1.175822658376989
45,1303,17.088951769017886,28.909462295380717,4.125440108033949,1.4208313227079827
50,1569,19.960240651600667,31.332449130740198,4.933265528156431,1.7065877569612502
55,1864,23.001731877661605,33.84219596764965,5.81038149941026,2.0184618171106923
60,2180,26.26378128749299,36.28351714674911,6.7688655866640435,2.3607409291351753
65,2432,28.25757125158271,37.3661432875634,7.503247643572786,2.6313178477159926
70,2682,29.94802651832024,38.2509219517031,8.19574004962025,2.89042345545032
75,2936,31.5832760300335,39.08447609190028,8.89331510913456,3.1536337307301183
80,3179,32.9918315073658,39.67626113465861,9.55952601165074,3.40873759868407
85,3415,34.063889467943035,40.11590112155927,10.168445487200673,3.6469157268487282
90,3647,35.05023040673102,40.46261977218189,10.76730040908006,3.883774311981446
95,3900,36.32550357108826,40.99373010118538,11.43228844214957,4.144805363728658
100,4144,37.306918118192186,41.38174219034407,12.046616678978303,4.391093898985501
105,4395,38.3857653785066,41.79978990562587,12.687153764768368,4.648206292711596
110,4688,39.9540329892659,42.56119872051745,13.436109236241341,4.943783339061368
115,4990,41.55682001593041,43.33450991191197,14.205742654975284,5.248803147638306
120,5352,43.926957823805026,44.54264057242873,15.14777486940514,5.614182802459365
125,5696,45.97966093924877,45.510674870440525,16.04779098699186,5.968673955264633
130,6026,47.580398868170555,46.296706577319014,16.87342838037558,6.301256626020068
135,6343,48.877246571144866,46.9283673440157,17.649056386383716,6.619808403839354
140,6665,50.086395173965386,47.55045499124082,18.415170098312977,6.937703386790231
145,6991,51.27882117781794,48.15740891786816,19.185149610555108,7.259377335212183
150,7336,52.711719521078074,48.850419447625406,20.01182237482194,7.602537799446446
155,7671,53.80617399948828,49.43430586700271,20.778551510830702,7.928284676963852
160,8041,55.436774295306925,50.20023881309051,21.661530389100022,8.295440052829687
165,8410,56.873034521671244,50.91358331058377,22.51669207326262,8.656129210511322
170,8720,57.31494628181454,51.23840413134624,23.175905170076348,8.95387842349028
175,9044,57.977382601679565,51.62447543881033,23.87711378054882,9.267706546957244
180,9370,58.55487120367071,52.00036188120699,24.560121013651067,9.577579954121822
185,9699,59.11816860059303,52.37209841237371,25.238450548632166,9.887952676309508
190,10007,59.31660488292394,52.61389117095367,25.83945409785664,10.174445278460727
195,10312,59.40322837369749,52.82786159241693,26.410689676750323,10.452702485656431
200,10658,60.1705438667472,53.235983193461486,27.114629059133616,10.777063412788426
205,10991,60.684614795496515,53.56083499698143,27.76726483610029,11.08633096629459
210,11285,60.597893784620894,53.6846378866495,28.293413669241026,11.355104066581452
215,11629,61.141760168825044,54.03493920708761,28.93978868728788,11.665601308602335
220,11928,61.114434534470256,54.16496028692369,29.466391661223064,11.93781334554068
225,12233,61.16924932257662,54.315928167510975,30.000819199764273,12.214057438414594
230,12549,61.21968136221295,54.50817165591862,30.526413428055704,12.488771097026238
235,12879,61.63387677130384,54.75177774991536,31.11935166029429,12.787447499391517
240,13218,62.09491052937369,55.022682128610995,31.71901803175877,13.090009341085445
245,13551,62.47110871221902,55.258046515840604,32.298855662203856,13.38757085299141
250,13892,62.92916556865852,55.51601742430467,32.89224938424789,13.691240041686665
255,14233,63.30262486978594,55.76388642256035,33.465918043048134,13.989902765723258
260,14545,63.31041055532275,55.89077140314924,33.9606848989811,14.263642214493984
265,14795,62.29414223907028,55.77908396986424,34.23570858700495,14.464951159574142
270,15112,62.31859727538559,55.919417553524745,34.704529087441735,14.73162664644182
275,15454,62.7728571559587,56.14551227451956,35.25485481595095,15.026741531352439
280,15781,63.030885251128815,56.31000102257164,35.76302736788658,15.30914113095443
285,16107,63.140353622314436,56.46521619259221,36.23635489244554,15.581111950659105
290,16437,63.36899832239543,56.62888471799749,36.72830467504274,15.860440253876549
295,16733,63.00368138697066,56.67188862677148,37.09311771045649,16.098331941472892
300,17023,62.603609112667066,56.693465238784526,37.438678079825216,16.330473551365497
