# time,count
10,1
15,1
20,2
25,2
30,3
35,3
40,3
45,3
50,3
55,3
60,3
65,3
70,3
75,3
80,3
85,3
90,3
95,3
100,3
105,3
110,3
115,3
120,3
125,3
130,3
135,3
140,3
145,3
150,3
155,3
160,3
165,3
170,3
175,3
180,3
185,3
190,3
195,3
200,3
205,3
210,3
215,3
220,3
225,3
230,3
235,3
240,3
245,3
250,3
255,3
260,3
265,3
270,3
275,3
280,3
285,3
290,3
295,3
300,3
305,3
310,3
315,3
320,3
325,3
330,3
335,3
340,3
345,3
350,3
355,3
360,3
365,3
370,3
375,3
380,3
385,3
390,3
395,3
400,3
405,3
410,3
415,3
420,3
425,3
430,3
435,3
440,3
445,3
450,3
455,3
460,3
465,3
470,3
475,3
480,3
485,3
490,3
495,3
500,3
505,3
510,3
515,3
520,3
525,3
530,3
535,3
540,3
545,3
550,3
555,3
560,3
565,3
570,3
575,3
580,3
585,3
590,3
595,3
600,3
605,3
610,3
615,3
620,3
625,3
630,3
635,3
640,3
645,3
650,3
655,3
660,3
665,3
670,3
675,3
680,3
685,3
690,3
695,3
700,3
705,3
710,3
715,3
720,3
725,3
730,3
735,3
740,3
745,3
750,3
755,3
760,3
765,3
770,3
775,3
780,3
785,3
790,3
795,3
800,3
805,3
810,3
815,3
820,3
825,3
830,3
835,3
840,3
845,3
850,3
855,3
860,3
865,3
870,3
875,3
880,3
885,3
890,3
895,3
900,3
905,3
910,3
915,3
920,3
925,3
930,3
935,3
940,3
945,3
950,3
955,3
960,3
965,3
970,3
975,3
980,3
985,3
990,3
995,3
1000,3
1005,3
1010,3
1015,3
1020,3
1025,3
1030,3
1035,3
1040,3
1045,3
1050,3
1055,3
1060,3
1065,3
1070,4
1075,4
1080,5
1085,5
1090,5
1095,5
1100,5
1105,5
1110,5
1115,5
1120,5
1125,5
1130,5
1135,5
1140,5
1145,5
1150,5
1155,5
1160,5
1165,5
1170,5
1175,5
1180,5
1185,5
1190,5
1195,5
1200,5
1205,5
1210,5
1215,5
1220,5
1225,5
1230,5
1235,5
1240,5
1245,5
1250,5
1255,5
1260,5
1265,5
1270,5
1275,5
1280,5
1285,5
1290,5
1295,5
1300,5
1305,5
1310,5
1315,5
1320,5
1325,5
1330,5
1335,5
1340,5
1345,5
1350,5
1355,5
1360,5
1365,5
1370,5
1375,5
1380,5
1385,5
1390,5
1395,5
1400,5
1405,5
1410,5
1415,5
1420,5
1425,5
1430,5
1435,5
1440,5
1445,5
1450,5
1455,5
1460,5
1465,5
1470,5
1475,5
1480,5
1485,5
1490,5
1495,5
1500,5
1505,5
1510,5
1515,5
1520,5
1525,5
1530,5
1535,5
1540,5
1545,5
1550,5
1555,5
1560,5
1565,5
1570,5
1575,5
1580,5
1585,5
1590,5
1595,5
1600,5
1605,5
1610,5
1615,5
1620,5
1625,5
1630,5
1635,5
1640,5
1645,5
1650,5
1655,5
1660,5
1665,5
1670,5
1675,5
1680,5
1685,5
1690,5
1695,5
1700,5
1705,5
1710,5
1715,5
1720,5
1725,5
1730,5
1735,5
1740,5
1745,5
1750,5
1755,5
1760,5
1765,5
1770,5
1775,5
1780,5
1785,5
1790,5
1795,5
1800,5
1805,5
1810,5
1815,5
1820,5
1825,5
1830,5
1835,5
1840,6
1845,6
1850,6
1855,6
1860,6
1865,6
1870,6
1875,6
1880,6
1885,6
1890,6
1895,6
1900,6
1905,6
1910,6
1915,6
1920,6
1925,6
1930,6
1935,6
1940,6
1945,6
1950,6
1955,6
1960,6
1965,6
1970,6
1975,6
1980,6
1985,6
1990,6
1995,6
2000,6
2005,6
2010,6
2015,6
2020,6
2025,6
2030,6
2035,6
2040,6
2045,6
2050,6
2055,6
2060,6
2065,6
2070,6
2075,6
2080,6
2085,6
2090,6
2095,6
2100,6
2105,6
2110,6
2115,6
2120,6
2125,6
2130,6
2135,6
2140,6
2145,6
2150,6
2155,6
2160,6
2165,6
2170,6
2175,6
2180,6
2185,6
2190,6
2195,6
2200,6
2205,6
2210,6
2215,6
2220,6
2225,6
2230,6
2235,6
2240,6
2245,6
2250,6
2255,6
2260,6
2265,6
2270,6
2275,6
2280,6
2285,6
2290,6
2295,6
2300,6
2305,6
2310,6
2315,6
2320,6
2325,6
2330,6
2335,6
2340,6
2345,6
2350,6
2355,6
2360,6
2365,6
2370,6
2375,6
2380,6
2385,6
2390,6
2395,6
2400,6
2405,6
2410,6
2415,6
2420,6
2425,6
2430,6
2435,6
2440,6
2445,6
2450,6
2455,6
2460,6
2465,6
2470,6
2475,6
2480,6
2485,6
2490,6
2495,6
2500,6
2505,6
2510,6
2515,6
2520,6
2525,6
2530,6
2535,6
2540,6
2545,6
2550,6
2555,6
2560,6
2565,6
2570,6
2575,6
2580,6
2585,6
2590,6
2595,6
2600,6
2605,6
2610,6
2615,6
2620,6
2625,6
2630,6
2635,6
2640,6
2645,6
2650,6
2655,6
2660,6
2665,6
2670,6
2675,6
2680,6
2685,6
2690,6
2695,6
2700,6
2705,6
2710,6
2715,6
2720,6
2725,6
2730,6
2735,6
2740,6
2745,6
2750,6
2755,6
2760,6
2765,6
2770,6
2775,6
2780,6
2785,6
2790,6
2795,6
2800,6
2805,6
2810,6
2815,6
2820,6
2825,6
2830,6
2835,6
2840,6
2845,6
2850,6
2855,6
2860,6
2865,6
2870,6
2875,6
2880,6
2885,6
2890,6
2895,6
2900,6
2905,6
2910,6
2915,6
2920,6
2925,6
2930,6
2935,6
2940,6
2945,6
2950,6
2955,6
2960,6
2965,6
2970,6
2975,6
2980,6
2985,6
2990,6
2995,6
3000,6
3005,6
3010,6
3015,6
3020,6
3025,6
3030,6
3035,6
3040,6
3045,6
3050,6
3055,6
3060,6
3065,6
3070,6
3075,6
3080,6
3085,6
3090,6
3095,6
3100,6
3105,6
3110,6
3115,6
3120,6
3125,6
3130,6
3136,6
3141,6
3146,6
3151,6
3156,6
3161,6
3166,6
3171,5
3176,5
3181,4
3186,4
3191,4
3196,4
3201,4
3206,4
3211,4
3216,4
3221,4
3226,4
3231,4
3236,4
3241,4
3246,4
3251,4
3256,4
3261,4
3266,4
3271,4
3276,4
3281,4
3286,4
3291,4
3296,4
3301,4
3306,4
3311,4
3316,4
3321,4
3326,4
3331,4
3336,4
3341,4
3346,4
3351,4
3356,4
3361,4
3366,4
3371,4
3376,4
3381,4
3386,4
3391,4
3396,4
3401,4
3406,4
3411,4
3416,4
3421,4
3426,4
3431,4
3436,4
3441,4
3446,4
3451,4
3456,4
3461,4
3466,4
3471,4
3476,4
3481,4
3486,4
3491,4
3496,4
3501,4
3506,4
3511,4
3516,4
3521,4
3526,4
3531,4
3536,4
3541,4
3546,4
3551,4
3556,4
3561,4
3566,4
3571,4
3576,4
3581,4
3586,4
3591,4
3596,4
3601,4
3606,4
3611,4
3616,4
3621,4
3626,4
3631,4
3636,4
3641,4
3646,4
3651,4
3656,4
3661,4
3666,4
3671,4
3676,4
3681,4
3686,4
3691,4
3696,4
3701,4
3706,4
3711,4
3716,4
3721,4
3726,4
3731,4
3736,4
3741,4
3746,4
3751,4
3756,4
3761,4
3766,4
3771,4
3776,4
3781,4
3786,4
3791,4
3796,4
3801,4
3806,4
3811,4
3816,4
3821,4
3826,4
3831,4
3836,4
3841,4
3846,4
3851,4
3856,4
3861,4
3866,4
3871,4
3876,4
3881,4
3886,4
3891,4
3896,4
3901,4
3906,4
3911,4
3916,4
3921,4
3926,4
3931,4
3936,4
3941,4
3946,4
3951,4
3956,4
3961,4
3966,4
3971,4
3976,4
3981,4
3986,4
3991,4
3996,4
4001,4
4006,4
4011,4
4016,4
4021,4
4026,4
4031,4
4036,4
4041,4
4046,4
4051,4
4056,4
4061,4
4066,4
4071,4
4076,4
4081,4
4086,4
4091,4
4096,4
4101,4
4106,4
4111,4
4116,4
4121,4
4126,4
4131,4
4136,4
4141,4
4146,4
4151,4
4156,4
4161,4
4166,4
4171,4
4176,4
4181,4
4186,4
4191,4
4196,4
4201,4
4206,4
