"# time","value"
"10","0.0"
"15","41.8"
"20","48.4"
"25","52.2"
"30","46.4"
"35","55.8"
"40","49.0"
"45","50.4"
"50","49.8"
"55","49.6"
"60","50.0"
"65","49.2"
"70","50.0"
"75","49.6"
"80","49.8"
"85","48.6"
"90","50.2"
"95","45.2"
"100","54.8"
"105","49.4"
"110","50.0"
"115","49.8"
"120","49.8"
"125","49.8"
"130","49.6"
"135","49.8"
"140","49.6"
"145","50.0"
"150","49.6"
"155","49.6"
"160","50.0"
"165","49.8"
"170","49.6"
"175","49.6"
"180","50.0"
"185","49.8"
"190","49.4"
"195","49.4"
"200","50.4"
"205","47.8"
"210","51.4"
"215","50.0"
"220","49.8"
"225","49.6"
"230","50.0"
"235","48.6"
"240","50.8"
"245","49.6"
"250","50.0"
"255","49.6"
"260","49.8"
"265","49.8"
"270","47.6"
"275","51.4"
"280","50.0"
"285","49.2"
"290","49.0"
"295","51.2"
"300","49.6"
"305","49.4"
"310","49.4"
"315","50.0"
"320","50.4"
"325","49.8"
"330","49.8"
"335","49.6"
"340","49.8"
"345","49.8"
"350","49.4"
"355","49.6"
"360","48.2"
"365","47.0"
"370","54.4"
"375","50.0"
"380","49.8"
"385","49.2"
"390","50.2"
"395","49.8"
"400","49.4"
"405","46.8"
"410","52.8"
"415","49.8"
"420","47.8"
"425","51.8"
"430","49.6"
"435","50.0"
"440","49.8"
"445","49.6"
"450","49.8"
"455","49.8"
"460","49.4"
"465","50.0"
"470","49.6"
"475","49.8"
"480","48.8"
"485","49.4"
"490","50.8"
"495","50.2"
"500","47.0"
"505","52.4"
"510","49.8"
"515","47.6"
"520","52.0"
"525","49.6"
"530","49.8"
"535","49.8"
"540","47.8"
"545","51.4"
"550","49.2"
"555","50.4"
"560","50.0"
"565","49.8"
"570","49.6"
"575","49.6"
"580","50.0"
"585","49.6"
"590","49.8"
"595","49.8"
"600","49.0"
"605","50.4"
"610","49.8"
"615","49.8"
"620","48.8"
"625","50.8"
"630","48.4"
"635","50.0"
"640","50.8"
"645","49.6"
"650","50.0"
"655","49.8"
"660","48.0"
"665","51.4"
"670","47.4"
"675","52.0"
"680","48.6"
"685","50.8"
"690","50.0"
"695","47.0"
"700","52.4"
"705","50.0"
"710","49.6"
"715","49.6"
"720","49.6"
"725","50.2"
"730","46.8"
"735","52.8"
"740","49.6"
"745","49.8"
"750","49.8"
"755","49.8"
"760","48.0"
"765","51.2"
"770","50.0"
"775","49.0"
"780","50.0"
"785","49.2"
"790","50.8"
"795","49.8"
"800","49.8"
"805","49.2"
"810","48.8"
"815","50.6"
"820","50.4"
"825","49.4"
"830","50.2"
