# time,count
10,1
15,1
20,1
25,1
30,1
35,1
40,1
45,1
50,1
55,1
60,1
65,1
70,1
75,1
80,1
85,1
90,1
95,1
100,1
105,1
110,1
115,1
120,1
125,1
130,1
135,1
140,1
145,1
150,1
155,1
160,1
165,1
170,2
175,2
180,2
185,2
190,2
195,2
200,2
205,2
210,2
215,2
220,2
225,2
230,2
235,2
240,2
245,2
250,2
255,2
260,2
265,2
270,2
275,2
280,2
285,2
290,2
295,1
300,1
305,2
310,2
315,2
320,2
325,2
330,2
335,2
340,2
345,2
350,1
355,1
360,2
365,2
370,2
375,2
380,2
385,2
390,2
395,2
400,2
405,1
410,1
415,1
420,1
425,1
430,1
435,1
440,1
445,1
450,1
455,1
460,2
465,2
470,2
475,2
480,2
485,2
490,1
495,1
500,2
505,2
510,2
515,2
520,2
525,2
530,2
535,2
540,2
545,2
550,2
555,2
560,2
565,1
570,1
575,2
580,2
585,2
590,2
595,2
600,2
605,2
610,2
615,2
620,2
625,2
630,2
635,2
640,2
645,2
650,2
655,2
660,2
665,2
670,2
675,2
680,1
685,1
690,1
695,1
700,2
705,2
710,2
715,2
720,2
725,1
730,1
735,1
740,1
745,1
750,1
755,1
760,1
765,2
770,2
775,2
780,2
785,2
790,2
795,2
800,2
805,2
810,2
815,2
820,2
825,1
830,1
835,1
840,1
845,1
850,1
855,1
860,1
865,2
870,2
875,2
880,2
885,1
890,1
895,1
900,1
905,1
910,1
915,1
920,2
925,2
930,2
935,2
940,2
945,2
950,2
955,2
960,2
965,2
970,2
975,2
980,2
985,1
990,1
995,1
1000,1
1005,1
1010,1
1015,1
1020,1
1025,1
1030,1
1035,1
1040,1
1045,1
1050,1
1055,1
1060,1
1065,1
1070,1
1075,1
1080,1
1085,1
1090,1
1095,1
1100,1
1105,1
1110,2
1115,2
1120,2
1125,2
1130,1
1135,1
1140,1
1145,1
1150,1
1155,1
1160,1
1165,1
1170,1
1176,1
1181,1
1186,1
1191,2
1196,2
1201,2
1206,2
1211,2
1216,2
1221,2
1226,2
1231,2
1236,2
1241,2
1246,2
1251,2
1256,2
1261,2
1266,2
1271,2
1276,2
1281,1
1286,1
1291,1
1296,1
1301,1
1306,1
1311,1
1316,1
1321,1
1326,2
1331,2
1336,2
1341,2
1346,2
1351,1
1356,1
1361,1
1366,1
1371,2
1376,2
1381,2
1386,2
1391,2
1396,2
1401,2
1406,1
1411,1
1416,1
1421,1
1426,1
1431,1
1436,1
1441,1
1446,1
1451,1
1456,1
1461,1
1466,1
1471,1
1476,1
1481,1
1486,1
1491,1
1496,1
1501,1
1506,1
1511,1
1516,1
1521,1
1526,1
1531,1
1536,1
1541,1
1546,1
1551,1
1556,1
1561,1
1566,1
1571,1
1576,2
1581,2
1586,2
1591,2
1596,2
1601,2
1606,2
1611,1
1616,1
1621,1
1626,2
1631,2
1636,1
1641,1
1646,1
1651,1
1656,1
1661,1
1666,1
1671,1
1676,1
1681,1
1686,1
1691,1
1696,1
1701,2
1706,2
1711,1
1716,1
1721,1
1726,1
1731,1
1736,1
1741,1
1746,1
1751,1
1756,1
1761,1
1766,1
1771,1
1776,1
1781,1
1786,1
1791,1
1796,1
1801,2
1806,2
1811,2
1816,2
1821,2
1826,1
1831,1
1836,1
1841,1
1846,1
1851,1
1856,2
1861,2
1866,1
1871,1
1876,1
1881,1
1886,1
1891,1
1896,1
1901,1
1906,1
1911,1
1916,1
1921,1
1926,1
1931,1
1936,1
1941,1
1946,1
1951,1
1956,1
1961,1
1966,1
1971,1
1976,1
1981,2
1986,2
1991,2
1996,2
2001,2
2006,2
2011,2
2016,2
2021,1
2026,1
2031,1
2036,1
2041,1
2046,1
2051,1
2056,1
2061,1
2066,1
2071,2
2076,2
2081,2
2086,2
2091,2
2096,2
2101,2
2106,2
2111,2
2116,2
2121,2
2126,2
2131,2
2136,2
2141,2
2146,2
2151,2
2156,2
2161,2
2166,2
2171,2
2176,2
2181,2
2186,2
2191,2
2196,2
2201,2
2206,2
2211,2
2216,2
2221,2
2226,2
2231,2
2236,2
2241,2
2246,2
2251,2
2256,2
2261,2
2266,2
2271,2
2276,2
2281,2
2286,2
2291,1
2297,1
2302,2
2307,2
2312,1
2317,1
2322,2
2327,2
2332,2
2337,2
2342,2
2347,2
2352,2
2357,2
2362,2
2367,2
2372,2
2377,2
2382,2
2387,2
2392,2
2397,2
2402,2
2407,1
2412,1
2417,1
2422,2
2427,2
2432,2
2437,2
2442,2
2447,2
2452,2
2457,2
2462,2
2467,1
2472,1
2477,1
2482,1
2487,1
2492,2
2497,2
2502,2
2507,2
2512,2
2517,1
2522,1
2527,1
2532,1
2537,1
2542,2
2547,2
2552,2
2557,2
2562,2
2567,2
2572,2
2577,2
2582,1
2587,1
2592,1
2597,1
2602,1
2607,2
2612,2
2617,2
2622,2
2627,2
2632,2
2637,2
2642,1
2647,1
2652,2
2657,2
2662,2
2667,2
2672,2
2677,2
2682,2
2687,2
2692,2
2697,2
2702,2
2707,2
2712,2
2717,2
2722,2
2727,2
2732,2
2737,2
2742,1
2747,1
2752,2
2757,2
2762,2
2767,2
2772,1
2777,1
2782,1
2787,1
2792,1
2797,2
2802,2
2807,2
2812,2
2817,2
2822,2
2827,2
2832,2
2837,2
2842,2
2847,1
2852,1
2857,1
2862,1
2867,1
2872,1
2877,1
2882,1
2887,1
2892,2
2897,2
2902,2
2907,2
2912,2
2917,2
2922,2
2927,2
2932,2
2937,2
2942,2
2947,2
2952,2
2957,2
2962,2
2967,2
2972,2
2977,2
2982,1
2987,1
2992,1
2997,2
3002,2
3007,2
3012,2
3017,2
3022,2
3027,2
3032,2
3037,2
3042,2
3047,2
3052,2
3057,1
3062,1
3067,1
3072,1
3077,1
3082,1
3087,1
3092,2
3097,2
3102,1
3107,1
3112,1
3117,1
3122,1
3127,2
3132,2
3137,2
3142,2
3147,2
3152,2
3157,2
3162,2
3167,1
3172,1
3177,1
3182,1
3187,1
3192,1
3197,1
3202,1
3207,1
3212,1
3217,2
3222,2
3227,1
3232,1
3237,1
3242,2
3247,2
3252,2
3257,2
3262,2
3267,2
3272,2
3277,2
3282,2
3287,2
3292,1
3297,1
3302,1
3307,1
3312,1
3317,1
3322,1
3327,1
3332,2
3337,2
3342,2
3347,1
3352,1
3357,2
3362,2
3367,1
3372,1
3377,1
3382,1
3387,1
3392,1
3397,2
3402,2
3407,2
3412,2
3417,2
3422,1
3427,1
3432,1
3437,1
3442,1
3447,1
3452,1
3457,1
3462,1
3467,1
3472,1
3477,2
3482,2
3487,2
3492,2
3497,2
3502,2
3507,1
3512,1
3517,1
3522,2
3527,2
3532,2
3537,2
3542,2
3547,2
3552,2
3557,2
3562,2
3567,2
3572,2
3577,2
3582,2
3587,2
3592,2
3597,2
3602,2
3607,1
3612,1
3617,1
3622,1
3627,2
3632,2
3637,2
3642,2
3647,2
3652,1
3657,1
3662,1
3667,1
3672,2
3677,2
3682,2
3687,1
3692,1
3697,1
3702,1
3707,1
3712,1
3717,1
3722,1
3727,1
3732,1
3737,1
3742,1
3748,2
3753,2
3758,2
3763,2
3768,2
3773,2
3778,2
3783,2
3788,2
3793,2
3798,2
3803,2
3808,2
3813,2
3818,2
3823,2
3828,2
3833,2
3838,2
3843,2
3848,2
3853,2
3858,2
3863,2
3868,2
3873,1
3878,1
3883,2
3888,2
3893,2
3898,2
3903,2
3908,2
3913,1
3918,1
3923,1
3928,1
3933,2
3938,2
3943,2
3948,2
3953,2
3958,2
3963,2
3968,2
3973,2
3978,2
3983,2
3988,2
3993,2
3998,2
4003,2
4008,2
4013,2
4018,2
4023,2
4028,2
4033,2
4038,2
4043,2
4048,2
4053,2
4058,2
4063,2
4068,2
4073,2
4078,2
4083,2
4088,2
4093,2
4098,2
4103,2
4108,2
4113,2
4118,2
4123,2
4128,2
4133,2
4138,2
4143,2
4148,2
4153,2
4158,2
4163,2
4168,2
4173,2
4178,2
4183,2
4188,2
4193,2
4198,1
4203,1
4208,1
4213,1
4218,1
4223,1
4228,1
4233,1
4238,1
4243,1
4248,2
4253,2
4258,2
4263,2
4268,2
4273,1
4278,1
4283,1
4288,1
4293,1
4298,2
4303,2
4308,2
4313,2
4318,2
4323,2
4328,2
4333,2
4338,2
4343,1
4348,1
4353,2
4358,2
4363,2
4368,1
4373,1
4378,1
4383,1
4388,2
4393,2
4398,1
4403,1
4408,2
4413,2
4418,1
4423,1
4428,1
4433,1
4438,1
4443,1
4448,1
4453,1
4458,2
4463,2
4468,1
4473,1
4478,2
4483,2
4488,1
4493,1
4498,1
4503,1
4508,1
4513,1
4518,1
4523,2
4528,2
4533,2
4538,2
4543,2
4548,2
4553,2
4558,2
4563,2
4568,2
4573,2
4578,2
4583,2
4588,1
4593,1
4598,1
4603,2
4608,2
4613,2
4618,2
4623,2
4628,2
4633,2
4638,2
4643,2
4648,1
4653,1
4658,2
4663,2
4668,2
4673,2
4678,1
4683,1
4688,1
4693,1
4698,1
4703,2
4708,2
4713,2
