"time","total"
"20","3"
"25","3"
"30","4"
"35","4"
"40","4"
"45","5"
"50","5"
"55","6"
"60","6"
"70","7"
"75","7"
"80","7"
"85","8"
"90","8"
"95","9"
"100","9"
"110","10"
"115","10"
"120","10"
"125","11"
"130","11"
"135","11"
"140","11"
"154","16"
"159","16"
"164","16"
"169","16"
"174","16"
"179","16"
"184","16"
"189","16"
"194","16"
"199","16"
"204","16"
"209","16"
"214","16"
"219","16"
"235","16"
"240","16"
"245","16"
"250","16"
"255","16"
"260","16"
"265","16"
"270","16"
"275","16"
"280","16"
"285","16"
"290","16"
"295","16"
"300","16"
"305","16"
"310","16"
"315","16"
"320","16"
"325","16"
"330","16"
"335","16"
"340","16"
"345","16"
"350","16"
"355","16"
"360","16"
"365","16"
"370","16"
"375","16"
"380","16"
"385","16"
"390","16"
"395","16"
"400","16"
"405","16"
"410","16"
"415","16"
"420","16"
"425","16"
"430","16"
"435","16"
"440","16"
"445","16"
"450","16"
"455","16"
"460","16"
"465","16"
"470","16"
"475","16"
"480","16"
"485","16"
"490","16"
"495","16"
"500","16"
"505","16"
"510","16"
"515","16"
"520","16"
"525","16"
"530","16"
"535","16"
"540","16"
"545","16"
"550","16"
"555","16"
"560","16"
"565","16"
"570","16"
"575","16"
"580","16"
"585","16"
"590","16"
"595","16"
"600","16"
"605","16"
"610","16"
"615","16"
"620","16"
"625","16"
"630","16"
"635","16"
"640","16"
"645","16"
"650","16"
"655","16"
"660","16"
"665","16"
"670","16"
"675","16"
"680","16"
"685","16"
"690","16"
"695","16"
"700","16"
"705","16"
"710","16"
"715","16"
"720","16"
"725","16"
"730","16"
"735","16"
"740","16"
"745","16"
"750","16"
"755","16"
"760","16"
"765","16"
"770","16"
"775","16"
"780","16"
"785","16"
"790","16"
"795","16"
"800","16"
"805","16"
"810","16"
"815","16"
"820","16"
"825","16"
"830","16"
"835","16"
"840","16"
"845","16"
"850","16"
"855","16"
"860","16"
"865","16"
"870","16"
"875","16"
"880","16"
"885","16"
"890","16"
"895","16"
"900","16"
"905","16"
"910","16"
"915","16"
"920","16"
"925","16"
"930","16"
"935","16"
"940","16"
"945","16"
"950","16"
"955","16"
"960","16"
"965","16"
"970","16"
"975","16"
"980","16"
"985","16"
"990","16"
"995","16"
"1000","16"
"1005","16"
"1010","16"
"1015","16"
"1020","16"
"1025","16"
"1030","16"
"1035","16"
"1040","16"
"1045","16"
"1050","16"
"1055","16"
"1060","16"
"1065","16"
"1070","16"
"1075","16"
"1080","16"
"1085","16"
"1090","16"
"1095","16"
"1100","16"
"1105","16"
"1110","16"
"1115","16"
"1120","16"
"1125","16"
"1130","16"
"1135","16"
"1140","16"
