"# time","value"
"5","0.0"
"10","0.0"
"15","0.0"
"20","0.0"
"25","43.6"
"30","81.2"
"35","76.0"
"40","76.0"
"45","92.6"
"50","76.2"
"55","81.4"
"60","84.8"
"65","75.4"
"70","81.2"
"75","78.2"
"80","83.4"
"85","88.8"
"90","87.8"
"95","87.8"
"100","90.0"
"105","82.6"
"110","76.8"
"115","88.0"
"120","89.0"
"125","75.4"
"130","78.8"
"135","81.0"
"140","82.6"
"145","78.2"
"150","81.2"
"155","79.2"
"160","87.0"
"165","75.2"
"170","85.0"
"175","84.0"
"180","88.2"
"185","85.6"
"190","88.2"
"195","93.8"
"200","91.0"
"205","84.6"
"210","91.2"
"215","96.6"
"220","91.0"
"225","89.0"
"230","90.2"
"235","86.4"
"240","81.8"
"245","84.8"
"250","89.0"
"255","84.6"
"260","85.4"
"265","77.8"
"270","83.2"
"275","75.2"
"280","72.2"
"285","70.0"
"290","85.2"
"295","91.8"
"300","93.8"
"305","90.6"
"310","85.4"
"315","80.2"
"320","83.2"
"325","76.0"
"330","86.8"
"335","83.8"
"340","76.6"
"345","83.0"
"350","89.8"
"355","83.2"
"360","87.6"
"365","83.2"
"370","93.4"
"375","89.4"
"380","89.2"
"385","80.8"
"390","86.0"
"395","86.0"
"400","88.4"
"405","76.4"
"410","92.2"
"415","81.8"
"420","89.6"
"425","88.0"
"430","78.4"
"435","74.2"
"440","82.8"
"445","86.8"
"450","82.8"
"455","85.2"
"460","85.8"
"465","90.0"
"470","101.2"
"475","90.0"
"480","94.2"
"485","93.6"
"490","86.2"
"495","93.2"
"500","81.0"
"505","83.4"
"510","91.0"
"515","79.4"
"520","93.0"
"525","83.4"
"530","81.4"
"535","73.4"
"540","81.8"
"545","76.2"
"550","81.0"
"555","77.0"
"560","81.2"
"565","78.4"
"570","76.4"
"575","90.2"
"580","84.4"
"585","79.2"
"590","73.6"
"595","66.2"
"600","76.0"
"605","79.4"
"610","85.6"
"615","91.0"
"620","79.2"
"625","88.6"
"630","87.6"
"635","79.0"
"640","86.0"
"645","92.0"
"650","96.4"
"655","81.2"
"660","86.0"
"665","94.8"
"670","96.8"
"675","91.2"
"680","92.6"
"685","93.8"
"690","89.0"
"695","78.2"
"700","81.2"
"705","84.2"
"710","77.6"
"715","82.8"
"720","88.4"
"725","83.0"
"730","85.4"
"735","85.2"
"740","80.4"
"745","79.0"
"750","79.6"
"755","86.4"
"760","85.4"
"765","84.0"
"770","83.2"
"775","86.6"
"780","81.8"
"785","87.6"
"790","85.0"
"795","78.8"
"800","85.2"
"805","89.8"
"810","90.8"
"815","88.2"
"820","91.0"
"825","86.2"
"830","72.6"
"835","74.0"
"840","82.6"
"845","77.8"
"850","74.6"
"855","74.0"
"860","79.0"
"865","77.8"
"870","82.0"
"875","85.2"
"880","90.2"
"885","82.4"
"890","85.6"
"895","84.2"
"900","91.8"
"905","91.0"
"910","88.2"
"915","88.6"
"920","96.8"
"925","87.0"
"930","91.8"
"935","83.4"
"940","98.6"
"945","91.4"
"950","92.0"
"955","81.8"
"960","81.2"
"965","70.4"
"970","92.8"
"975","92.4"
"980","95.2"
"985","101.2"
"990","93.8"
"995","90.0"
"1000","98.8"
"1005","96.6"
"1010","83.6"
"1015","86.8"
"1020","98.6"
"1025","97.6"
"1030","92.4"
"1035","88.6"
"1040","84.6"
"1045","89.0"
"1050","93.6"
"1055","91.0"
"1060","89.4"
"1065","83.8"
"1070","83.4"
"1075","84.0"
"1080","87.4"
"1085","90.4"
"1090","95.8"
"1095","81.4"
"1100","92.0"
"1105","87.8"
"1110","88.6"
"1115","88.8"
"1120","92.2"
"1125","87.8"
"1130","83.8"
"1135","90.0"
"1140","90.2"
"1145","86.2"
"1150","87.6"
"1155","85.6"
"1160","85.0"
"1165","90.4"
"1170","84.2"
"1175","85.0"
"1180","99.8"
"1185","95.8"
"1190","98.8"
"1195","94.8"
"1200","99.0"
"1205","98.2"
"1210","89.2"
"1215","99.4"
"1220","91.8"
"1225","81.2"
"1230","87.6"
"1235","92.4"
"1240","90.8"
"1245","85.0"
"1250","82.8"
"1255","84.4"
"1260","83.4"
"1265","93.4"
"1270","75.2"
"1275","88.2"
"1280","84.0"
"1285","89.6"
"1290","92.8"
"1295","91.8"
"1300","85.0"
"1305","75.2"
"1310","91.6"
"1315","80.2"
"1320","80.6"
"1325","88.8"
"1330","86.0"
"1335","84.6"
"1340","91.6"
"1345","94.8"
"1350","83.2"
"1355","94.6"
"1360","87.2"
"1365","88.0"
"1370","92.0"
"1375","93.2"
"1380","85.8"
"1385","99.8"
"1390","83.4"
"1395","87.0"
"1400","90.8"
"1405","91.2"
"1410","86.4"
"1415","89.8"
"1420","97.8"
"1425","87.6"
"1430","95.8"
"1435","83.8"
"1440","96.0"
"1445","89.4"
"1450","97.0"
"1455","85.6"
"1460","82.4"
"1465","82.0"
"1470","84.0"
"1475","77.4"
"1480","82.0"
"1485","76.6"
"1490","76.2"
"1495","84.4"
"1500","81.6"
"1505","85.4"
"1510","85.4"
"1515","78.4"
"1520","85.2"
"1525","90.6"
"1530","84.4"
"1535","88.0"
"1540","82.4"
"1545","91.2"
"1550","85.4"
"1555","84.2"
"1560","78.6"
"1565","87.2"
"1570","79.0"
"1575","84.8"
"1580","76.2"
"1585","81.0"
"1590","80.8"
"1595","80.8"
"1600","82.6"
"1605","80.2"
"1610","78.4"
"1615","71.8"
"1620","81.4"
"1625","82.0"
"1630","89.8"
"1635","83.8"
"1640","103.4"
"1645","97.2"
"1650","92.4"
"1655","97.4"
"1660","93.6"
"1665","79.6"
"1670","83.8"
"1675","89.4"
"1680","84.8"
"1685","84.6"
"1690","81.8"
"1695","88.6"
"1700","93.4"
"1705","81.4"
"1710","83.6"
"1715","79.8"
"1720","84.4"
"1725","82.4"
"1730","81.8"
"1735","82.8"
"1740","83.6"
"1745","81.0"
"1750","84.8"
"1755","87.8"
"1760","87.6"
"1765","81.6"
"1770","86.2"
"1775","84.4"
"1780","81.6"
"1785","84.8"
"1790","77.4"
"1795","81.0"
"1800","84.0"
"1805","80.2"
"1810","80.4"
"1815","88.0"
"1820","89.4"
"1825","93.0"
"1830","79.6"
"1835","89.4"
"1840","86.6"
"1845","98.4"
"1850","87.2"
"1855","95.8"
"1860","87.2"
"1865","93.2"
"1870","93.4"
"1875","92.6"
"1880","86.4"
"1885","89.0"
