"# time","value"
"5","0.0"
"10","0.0"
"15","0.0"
"20","0.0"
"25","89.6"
"30","98.8"
"35","99.0"
"40","98.4"
"45","98.6"
"50","98.8"
"55","99.4"
"60","98.6"
"65","98.6"
"70","98.6"
"75","99.2"
"80","99.0"
"85","98.8"
"90","99.0"
"95","98.8"
"100","98.8"
"105","98.8"
"110","99.2"
"115","99.0"
"120","98.8"
"125","99.2"
"130","99.0"
"135","99.0"
"140","99.0"
"145","99.0"
"150","99.0"
"155","99.0"
"160","98.6"
"165","99.4"
"170","98.6"
"175","98.8"
"180","99.4"
"185","99.0"
"190","98.6"
"195","99.2"
"200","99.2"
"205","99.0"
"210","98.6"
"215","99.4"
"220","98.6"
"225","99.2"
"230","99.0"
"235","99.2"
"240","99.0"
"245","98.8"
"250","98.8"
"255","98.6"
"260","99.4"
"265","99.2"
"270","98.6"
"275","99.0"
"280","99.0"
"285","99.0"
"290","99.2"
"295","98.8"
"300","99.0"
"305","99.0"
"310","99.2"
"315","98.8"
"320","98.8"
"325","99.4"
"330","98.8"
"335","99.0"
"340","99.0"
"345","99.0"
"350","99.0"
"355","99.2"
"360","98.6"
"365","99.2"
"370","98.8"
"375","99.2"
"380","99.0"
"385","99.0"
"390","99.0"
"395","98.8"
"400","99.2"
"405","99.0"
"410","99.0"
"415","99.0"
"420","99.2"
"425","98.6"
"430","99.2"
"435","99.0"
"440","99.0"
"445","99.0"
"450","98.8"
"455","99.2"
"460","98.8"
"465","98.8"
"470","99.2"
"475","99.0"
"480","99.0"
"485","99.0"
"490","98.6"
"495","98.8"
"500","99.4"
"505","99.0"
"510","98.8"
"515","98.8"
"520","99.0"
"525","98.8"
"530","99.0"
"535","99.0"
"540","99.0"
"545","98.8"
"550","98.8"
"555","98.8"
"560","99.0"
"565","99.0"
"570","99.0"
"575","99.0"
"580","99.0"
"585","98.8"
"590","98.6"
"595","99.4"
"600","98.8"
"605","99.0"
"610","99.2"
"615","99.0"
"620","98.6"
"625","99.2"
"630","99.0"
"635","98.8"
"640","99.0"
"645","98.8"
"650","99.2"
"655","99.4"
"660","98.8"
"665","99.2"
"670","99.0"
"675","99.2"
"680","99.0"
"685","99.0"
"690","99.0"
"695","98.8"
"700","99.2"
"705","98.8"
"710","99.2"
"715","99.0"
"720","98.8"
"725","99.4"
"730","98.8"
"735","99.4"
"740","98.8"
"745","99.0"
"750","99.0"
"755","99.2"
"760","99.0"
"765","99.0"
"770","99.2"
"775","99.0"
"780","99.2"
"785","99.2"
"790","98.8"
"795","99.4"
"800","99.0"
"805","98.8"
"810","99.2"
"815","99.2"
"820","99.0"
"825","99.2"
"830","99.0"
"835","99.0"
"840","99.0"
"845","99.4"
"850","98.4"
"855","99.4"
"860","99.2"
"865","99.2"
"870","99.2"
"875","98.8"
"880","99.2"
"885","99.0"
"890","99.2"
"895","99.2"
"900","99.2"
"905","98.4"
"910","99.2"
"915","99.2"
"920","99.2"
"925","99.2"
"930","99.0"
"935","98.8"
"940","99.2"
"945","99.2"
"950","98.6"
"955","99.0"
"960","99.0"
"965","99.2"
"970","99.2"
"975","99.0"
"980","99.2"
"985","98.8"
"990","99.2"
"995","99.0"
"1000","99.2"
"1005","99.2"
"1010","98.8"
"1015","99.2"
"1020","98.8"
"1025","99.2"
"1030","98.8"
"1035","98.8"
"1040","99.6"
"1045","98.8"
"1050","99.0"
"1055","98.8"
"1060","99.2"
"1065","99.0"
"1070","99.0"
"1075","99.0"
"1080","99.4"
"1085","98.8"
"1090","99.2"
"1095","98.8"
"1100","99.2"
"1105","99.0"
"1110","99.2"
"1115","99.2"
"1120","98.6"
"1125","99.0"
"1130","99.2"
"1135","98.6"
"1140","99.0"
"1145","99.0"
"1150","99.4"
"1155","99.2"
"1160","99.2"
"1165","99.0"
"1170","99.0"
"1175","98.8"
"1180","99.2"
"1185","99.2"
"1190","99.2"
"1195","98.8"
"1200","99.2"
"1205","99.0"
"1210","99.2"
"1215","99.0"
"1220","99.0"
"1225","99.2"
"1230","98.6"
"1235","99.4"
"1240","98.8"
"1245","99.4"
"1250","99.0"
"1255","98.8"
"1260","98.6"
"1265","99.6"
"1270","99.0"
"1275","99.2"
"1280","99.2"
"1285","98.8"
"1290","99.2"
"1295","98.6"
"1300","99.4"
"1305","99.0"
"1310","98.8"
"1315","99.0"
"1320","99.2"
"1325","99.2"
"1330","99.0"
"1335","98.8"
"1340","99.2"
"1345","99.2"
"1350","99.2"
"1355","99.0"
"1360","99.0"
"1365","99.0"
"1370","99.0"
"1375","99.2"
"1380","99.2"
"1385","99.0"
"1390","99.4"
"1395","98.6"
"1400","99.2"
"1405","98.4"
"1410","99.4"
"1415","99.0"
"1420","99.2"
"1425","99.2"
"1430","99.0"
"1435","99.2"
"1440","99.2"
"1445","99.0"
"1450","99.2"
"1455","99.2"
"1460","98.8"
"1465","99.0"
"1470","99.2"
"1475","99.2"
"1480","98.8"
"1485","99.2"
"1490","99.2"
"1495","99.0"
"1500","99.0"
"1505","99.4"
"1510","99.2"
"1515","98.8"
"1520","99.0"
"1525","99.2"
"1530","99.0"
"1535","98.8"
"1540","99.2"
"1545","99.2"
"1550","99.0"
"1555","99.4"
"1560","98.8"
"1565","99.4"
"1570","98.8"
"1575","98.8"
"1580","99.2"
"1585","99.2"
"1590","99.0"
"1595","99.0"
"1600","99.4"
"1605","99.0"
"1610","99.2"
"1615","99.0"
"1620","98.8"
"1625","99.2"
"1630","99.0"
"1635","98.8"
"1640","99.2"
"1645","98.8"
"1650","99.2"
"1655","98.8"
"1660","99.0"
"1665","99.4"
"1670","99.2"
"1675","98.6"
"1680","99.4"
"1685","99.2"
"1690","98.8"
"1695","99.0"
"1700","99.2"
"1705","99.2"
"1710","99.0"
"1715","97.6"
"1720","100.4"
"1725","99.2"
"1730","99.0"
"1735","99.0"
"1740","99.2"
"1745","99.2"
"1750","99.0"
"1755","98.8"
"1760","99.0"
"1765","98.8"
"1770","99.2"
"1775","99.2"
"1780","99.0"
"1785","99.2"
"1790","99.0"
"1795","98.6"
"1800","99.2"
"1805","99.2"
"1810","99.0"
"1815","99.0"
"1820","99.0"
"1825","99.4"
"1830","98.8"
"1835","99.0"
"1840","99.4"
"1845","98.8"
"1850","99.0"
"1855","99.2"
"1860","99.2"
"1865","99.0"
"1870","99.0"
"1875","99.2"
"1880","99.0"
"1885","99.2"
