VIR	RES (kB)	RES (MB)	SHR	time (s)
13305684	100512	100.512	85416	1
13305684	100512	100.512	85416	2
13305684	100516	100.516	85420	3
13305684	100516	100.516	85420	4
13305684	100516	100.516	85420	5
13305684	100568	100.568	85472	6
13372304	114776	114.776	99588	7
22362592	212856	212.856	197492	8
22362592	212884	212.884	197520	9
22362592	211740	211.74	196376	10
22362592	211740	211.74	196376	11
22362592	211740	211.74	196376	12
22362592	211960	211.96	196596	13
27044692	231768	231.768	216392	14
27054960	229400	229.4	214028	15
27054960	230404	230.404	215032	16
27054960	232076	232.076	216688	17
27054960	235728	235.728	220328	18
27054960	235732	235.732	220320	19
27054960	234212	234.212	218800	20
27054960	234292	234.292	218872	21
27054960	235524	235.524	220104	22
27054960	238608	238.608	223188	23
27054960	238920	238.92	223500	24
27054960	236928	236.928	221508	25
27054960	236928	236.928	221508	26
27054960	236952	236.952	221532	27
27054960	236952	236.952	221532	28
27054960	236960	236.96	221540	29
27054960	236080	236.08	220660	30
27054960	236080	236.08	220660	31
27054960	238192	238.192	222772	32
27054960	238228	238.228	222796	33
27054960	238228	238.228	222796	34
27054960	237996	237.996	222564	35
27054960	238012	238.012	222580	36
27054960	240132	240.132	224704	37
27054960	240956	240.956	225528	38
27054960	239912	239.912	224484	39
27054960	239912	239.912	224484	40
27054960	239912	239.912	224484	41
27054960	239916	239.916	224488	42
27054960	239916	239.916	224488	43
27054960	239784	239.784	224356	44
27054960	240624	240.624	225196	45
27054960	240624	240.624	225196	46
27054960	240640	240.64	225212	47
27054960	240640	240.64	225212	48
27054960	240636	240.636	225208	49
27054960	240636	240.636	225208	50
27054960	240652	240.652	225224	51
27054960	240652	240.652	225224	52
27054960	240652	240.652	225224	53
27054960	240620	240.62	225192	54
27054960	240628	240.628	225200	55
27054960	240700	240.7	225272	56
27054960	240704	240.704	225276	57
27054960	240704	240.704	225276	58
27054960	240708	240.708	225280	59
27054960	240708	240.708	225280	60
27054960	240720	240.72	225292	61
27054960	240724	240.724	225284	62
27054960	240728	240.728	225292	63
27054960	240732	240.732	225296	64
27054960	242784	242.784	227348	65
27054960	243652	243.652	228216	66
27054960	243652	243.652	228216	67
27054960	243628	243.628	228192	68
27054960	243628	243.628	228192	69
27054960	243628	243.628	228192	70
27054960	243652	243.652	228216	71
27054960	243360	243.36	227924	72
27054960	243364	243.364	227928	73
27054960	243364	243.364	227928	74
27054960	243368	243.368	227932	75
27054960	243420	243.42	227976	76
27054960	243444	243.444	228000	77
27054960	243444	243.444	228000	78
27054960	243444	243.444	228000	79
27054960	243480	243.48	228036	80
27054960	243480	243.48	228036	81
27054960	243480	243.48	228036	82
27054960	243492	243.492	228048	83
27054960	243492	243.492	228048	84
27054960	243496	243.496	228052	85
