VIR	RES (kB)	RES (MB)	SHR	time (s)
13305684	98592	98.592	83496	1
13305684	98592	98.592	83496	2
13305684	98592	98.592	83496	3
13305684	98648	98.648	83552	4
13305684	98648	98.648	83552	5
13305684	98648	98.648	83552	6
13305684	98648	98.648	83552	7
13305684	98648	98.648	83552	8
13305684	98648	98.648	83552	9
13305684	98648	98.648	83552	10
13305684	98648	98.648	83552	11
13305684	98648	98.648	83552	12
13305684	98648	98.648	83552	13
13305684	98648	98.648	83552	14
13305684	98648	98.648	83528	15
13305684	98648	98.648	83528	16
22362584	212748	212.748	197380	17
22362584	212384	212.384	197016	18
22362584	212384	212.384	197016	19
22362584	212384	212.384	197016	20
22362584	212384	212.384	197016	21
22362584	212612	212.612	197244	22
22362584	212620	212.62	197252	23
22362584	212628	212.628	197260	24
27046740	230272	230.272	214892	25
27053924	231240	231.24	215864	26
27053924	231600	231.6	216224	27
27053924	231672	231.672	216296	28
27053924	232508	232.508	217132	29
27053924	232740	232.74	217360	30
27053924	232740	232.74	217360	31
27053924	234904	234.904	219504	32
27053924	235236	235.236	219824	33
27053924	237932	237.932	222516	34
27053924	237932	237.932	222516	35
27053924	238004	238.004	222588	36
27053924	238452	238.452	223036	37
27053924	235644	235.644	220228	38
27053924	235644	235.644	220216	39
27053924	235644	235.644	220216	40
27053924	235656	235.656	220228	41
27053924	237752	237.752	222328	42
27053924	237252	237.252	221828	43
27053924	237252	237.252	221828	44
27053924	237252	237.252	221828	45
27053924	237656	237.656	222232	46
27053924	237668	237.668	222244	47
27053924	237668	237.668	222244	48
27053924	237672	237.672	222248	49
27053924	237672	237.672	222248	50
27053924	237676	237.676	222252	51
27053924	238116	238.116	222692	52
27053924	238156	238.156	222732	53
27053924	238156	238.156	222732	54
27053924	238504	238.504	223080	55
27053924	240420	240.42	224996	56
27053924	239764	239.764	224340	57
27053924	239764	239.764	224340	58
27053924	239768	239.768	224344	59
27053924	239768	239.768	224344	60
27053924	239800	239.8	224376	61
27053924	239144	239.144	223720	62
27053924	239144	239.144	223720	63
27053924	239152	239.152	223728	64
27053924	239152	239.152	223728	65
27053924	239160	239.16	223736	66
27053924	239160	239.16	223736	67
27053924	239172	239.172	223744	68
27053924	239184	239.184	223756	69
27053924	239192	239.192	223764	70
27053924	239192	239.192	223764	71
27053924	239192	239.192	223764	72
27053924	239192	239.192	223768	73
27053924	239192	239.192	223768	74
27053924	239400	239.4	223976	75
27053924	239432	239.432	224004	76
27053924	239812	239.812	224384	77
27053924	239812	239.812	224384	78
27053924	239812	239.812	224384	79
27053924	239836	239.836	224408	80
27053924	239668	239.668	224240	81
27053924	239668	239.668	224240	82
27053924	239436	239.436	224008	83
27053924	239440	239.44	224012	84
27053924	239444	239.444	224016	85
27053924	239456	239.456	224028	86
27053924	240260	240.26	224832	87
27053924	240260	240.26	224832	88
27053924	240264	240.264	224836	89
27053924	240296	240.296	224868	90
27053924	239776	239.776	224348	91
27053924	239776	239.776	224348	92
27053924	239784	239.784	224356	93
