# time,count,1 min rate,mean rate,5 min rate,15 min rate
5,0,0.0,0.0,0.0,0.0
10,0,0.0,0.0,0.0,0.0
15,0,0.0,0.0,0.0,0.0
20,0,0.0,0.0,0.0,0.0
25,67,1.0554137268929327,2.6551864449079083,0.21817680955464913,0.07313000633536318
30,153,2.314281338778329,5.059974696272339,0.49225023987969907,0.1657994085025974
35,304,4.463944712447634,8.626242495696145,0.9667476074672967,0.32665329283581024
40,504,7.273268580580344,12.523008992481772,1.60529910365838,0.5442336029498884
45,744,10.513607114380237,16.44245837683068,2.36883035062013,0.8060377314346396
50,1012,13.894640410764383,20.13836994029484,3.2023842669997475,1.0940921852301564
55,1344,18.076746054745456,24.323697873619338,4.243643267770639,1.4547888103031632
60,1737,22.81997155003159,28.826277692054898,5.452811488261516,1.8755368235943013
65,2194,28.271345635338204,33.61952247427798,6.866782144008579,2.3692998960735734
70,2663,33.52671867069162,37.90105050047772,8.306967559012396,2.8769479020670508
75,3133,38.265948576217276,41.62530544597155,9.703514547464831,3.3751352785531896
80,3678,44.033468882964314,45.82089970642307,11.36788105726788,3.968069296365371
85,4168,48.33240335177761,48.87923301771273,12.796478326508277,4.487912454457504
90,4653,52.11171171085127,51.5432483157337,14.165100158221284,4.9926872680509655
95,5117,55.46091432118582,53.706797506283564,15.484654986902665,5.485801309261653
100,5573,58.25448936895163,55.57465520623565,16.722896726421105,5.956238876550743
105,6059,61.40038270316529,57.55023047096392,18.059677662652266,6.463959242577588
110,6560,64.48663769921781,59.48289783619252,19.414032064276665,6.982163125393883
115,7025,66.71846692164063,60.93508330519021,20.620384005676215,7.4553909247721375
120,7458,68.35607988820972,62.000682718331355,21.72084826317737,7.897188179838992
125,7984,71.2699748539501,63.723941714889754,23.09402585912029,8.434044486075573
130,8440,72.83150944680655,64.77739818918651,24.21310717926019,8.890364398844628
135,8927,74.71594190529039,65.98221269064643,25.406251570721736,9.37518108111113
140,9424,76.73754357079909,67.17150796107357,26.639177786253708,9.877256352450484
145,9899,78.32565790149542,68.1281534145447,27.795528466891223,10.357713533690283
150,10385,79.80278473831949,69.09457130506163,28.936072061141093,10.8366169395179
155,10870,81.12982480009029,69.99194235998833,30.051152709453593,11.310651086888214
160,11335,82.1908494261705,70.70861795767827,31.11474560342107,11.770978709041021
165,11799,82.87919909984534,71.37581349907273,32.10125608688343,12.208811499017187
170,12282,84.12017382123892,72.11579862328962,33.197077937220136,12.686323783951229
175,12769,85.03805004331538,72.83613202309596,34.2285075162008,13.145678152660919
180,13266,86.23434151038887,73.57161364960025,35.315614666940405,13.626864297126795
185,13758,87.20705385634547,74.24099729047207,36.35830784305276,14.096520354022228
190,14264,88.30987693924759,74.94872519855731,37.42674103691765,14.57797884016431
195,14770,89.30853203992183,75.61998949665829,38.47420887416355,15.055661942714812
200,15240,89.58769440447284,76.07802254571183,39.3721352214641,15.486377392310866
205,15702,89.95647399827166,76.47483333245286,40.27836011631825,15.92246282564266
210,16196,90.56761659403583,77.00513074357595,41.225803488156295,16.374968796174297
215,16711,91.51368173558997,77.60803513982906,42.236924020127745,16.85156054442699
220,17186,91.85639682150591,78.00210827603034,43.122243794917274,17.288946898787074
225,17659,92.15571880503794,78.36959868400459,43.98962481169089,17.722802035864397
230,18139,92.39912609001408,78.75182243195145,44.836057862803145,18.152037488740415
235,18592,92.31924037862788,79.00292071366856,45.60569213066533,18.55784233438442
240,19050,92.18177750776178,79.2644693911583,46.34938262604799,18.956966837907125
245,19518,92.32715455146281,79.55603809013726,47.13697805574179,19.372716647798693
250,20048,93.32442821053858,80.08369871490346,48.090063976732544,19.845996782098645
255,20464,92.75479038253361,80.14405152979585,48.719965814148324,20.21360804540939
260,20946,92.85435184640733,80.4557137090221,49.46837895014791,20.622395872008084
265,21452,93.5056419127514,80.84620372454067,50.320121728317304,21.0677000158794
270,21949,94.12084881766897,81.18869177624937,51.16109214588129,21.51164513750864
275,22467,94.83078654804699,81.5952165879798,52.01791392818501,21.963103009277752
280,22977,95.30805850380041,81.9586006554697,52.82421089050083,22.399871401428655
285,23478,95.9070810716919,82.27776985353105,53.65023802859829,22.845300334290588
290,23922,95.27486577603138,82.38951038701421,54.21798965555905,23.206267273633923
295,24391,95.17293313663974,82.58221966234538,54.87552845060604,23.598475313238705
300,24823,94.50347036643016,82.64528148981941,55.40319355283065,23.948621366325636
305,25311,94.63911738638095,82.88962460545328,56.077505452123226,24.34890498581195
