# time,count
5,1
10,1
15,1
20,1
25,1
30,1
35,1
40,1
45,1
50,1
55,1
60,1
65,1
70,1
75,1
80,1
85,1
90,1
95,1
100,1
105,1
110,1
115,1
120,1
125,1
130,1
135,1
140,1
145,1
150,1
155,1
160,1
165,1
170,1
175,1
180,1
185,1
190,1
195,1
200,1
205,1
210,1
215,1
220,1
225,1
230,1
235,1
240,1
245,1
250,1
255,1
260,1
265,1
270,1
275,1
280,1
285,1
290,1
295,1
300,1
305,1
310,1
315,1
320,1
325,1
330,1
335,1
340,1
345,1
350,1
355,1
360,1
365,1
370,1
375,1
380,1
385,1
390,1
395,1
400,1
405,1
410,1
415,1
420,1
425,1
430,1
435,1
440,1
445,1
450,1
455,1
460,1
465,1
470,1
475,1
480,1
485,1
490,1
495,1
500,1
505,1
510,1
515,1
520,1
525,1
530,1
535,1
540,1
545,1
550,1
555,1
560,1
565,1
570,1
575,1
580,1
585,1
590,1
595,1
600,1
605,1
610,1
615,1
620,1
625,1
630,1
635,1
640,1
645,1
650,1
655,1
660,1
665,1
670,1
675,1
680,1
685,1
690,1
695,1
700,1
705,1
710,1
715,1
720,1
725,1
730,1
735,1
740,1
745,1
750,1
755,1
760,1
765,1
770,1
775,1
780,1
785,1
790,1
795,1
800,1
805,1
810,1
815,1
820,1
825,1
830,1
835,1
840,1
845,1
850,1
855,1
860,1
865,1
870,1
875,1
880,1
885,1
890,1
895,1
900,1
905,1
910,1
915,1
920,1
925,1
930,1
935,1
940,1
945,1
950,1
955,1
960,1
965,1
970,1
975,1
980,1
985,1
990,1
995,1
1000,1
1005,1
1010,1
1015,1
1020,1
1025,1
1030,1
1035,1
1040,1
1045,1
1050,1
1055,1
1060,1
1065,1
1070,1
1075,1
1080,1
1085,1
1090,1
1095,1
1100,1
1105,1
1110,1
1115,1
1120,1
1125,1
1130,1
1135,1
1140,1
1145,1
1150,1
1155,1
1160,1
1165,1
1170,1
1175,1
1180,1
1185,1
1190,1
1195,1
1200,1
1205,1
1210,1
1215,1
1220,1
1225,1
1230,1
1235,1
1240,1
1245,1
1250,1
1255,1
1260,1
1265,1
1270,1
1275,1
1280,1
1285,1
1290,1
1295,1
1300,1
1305,1
1310,1
1315,1
1320,1
1325,1
1330,1
1335,1
1340,1
1345,1
1350,1
1355,1
1360,1
1365,1
1370,1
1375,1
1380,1
1385,1
1390,1
1395,1
1400,1
1405,1
1410,1
1415,1
1420,1
1425,1
1430,1
1435,1
1440,1
1445,1
1450,1
1455,1
1460,1
1465,1
1470,1
1475,1
1480,1
1485,1
1490,1
1495,1
1500,1
1505,1
1510,1
1515,1
1520,1
1525,1
1530,1
1535,1
1540,1
1545,1
1550,1
1555,1
1560,1
1565,1
1570,1
1575,1
1580,1
1585,1
1590,1
1595,1
1600,1
1605,1
1610,1
1615,1
1620,1
1625,1
1630,1
1635,1
1640,1
1645,1
1650,1
1655,1
1660,1
1665,1
1670,1
1675,1
1680,1
1685,1
1690,1
1695,1
1700,1
1705,1
1710,1
1715,1
1720,1
1725,1
1730,1
1735,1
1740,1
1745,1
1750,1
1755,1
1760,1
1765,1
1770,1
1775,1
1780,1
1785,1
1790,1
1795,1
1800,1
1805,1
1810,1
1815,1
1820,1
1825,1
1830,1
1835,1
1840,1
1845,1
1850,1
1855,1
1860,1
1865,1
1870,1
1875,1
1880,1
1885,1
1890,1
1895,1
1900,1
1905,1
1910,1
1915,1
1920,1
1925,1
1930,1
1935,1
1940,1
1945,1
1950,1
1955,1
1960,1
1965,1
1970,1
1975,1
1980,1
1985,1
1990,1
1995,1
2000,1
2005,1
2010,1
2015,1
2020,1
2025,1
2030,1
2035,1
2040,1
2045,1
2050,1
2055,1
2060,1
2065,1
2070,1
2075,1
2080,1
2085,1
2090,1
2095,1
2100,1
2105,1
2110,1
2115,1
2120,1
2125,1
2130,1
2135,1
2140,1
2145,1
2150,1
2155,1
2160,1
2165,1
2170,1
2175,1
2180,1
2185,1
2190,1
2195,1
2200,1
2205,1
2210,1
2215,1
2220,1
2225,1
2230,1
2235,1
2240,1
2245,1
2250,1
2255,1
2260,1
2265,1
2270,1
2275,1
2280,1
2285,1
2290,1
2295,1
2300,1
2305,1
2310,1
2315,1
2320,1
2325,1
2330,1
2335,1
2340,1
2345,1
2354,1
2359,1
2364,1
2369,1
2374,1
2379,1
2384,1
2389,1
2394,1
2399,1
2404,1
2409,1
2414,1
2419,1
2424,1
2429,1
2434,1
2439,1
2444,1
2449,1
2454,1
2459,1
2464,1
2469,1
2474,1
2479,1
2484,1
2489,1
2494,1
2499,1
2505,1
2510,1
2515,1
2520,1
2525,1
2530,1
2535,1
2540,1
2545,1
2550,1
2555,1
2560,1
2565,1
2570,1
2575,1
2581,1
2586,1
2591,1
2596,1
2601,1
2606,1
2611,1
2616,1
2621,1
2626,1
2634,1
2639,1
2645,1
2650,1
2660,1
2665,1
2670,1
2675,1
2680,1
2685,1
2690,1
2695,1
2705,1
2710,1
2715,1
2720,1
2725,1
2730,1
2735,1
2740,1
2745,1
2750,1
2755,1
2760,1
2765,1
2770,1
2775,1
2780,1
2785,1
2790,1
2795,1
2800,1
2805,1
2810,1
2815,1
2820,1
2825,1
2830,1
2835,1
2840,1
2845,1
2850,1
2855,1
2860,1
2865,1
2870,1
2875,1
2880,1
2885,1
2890,1
2895,1
2900,1
2905,1
2910,1
2915,1
2920,1
2925,1
2930,1
2935,1
2940,1
2945,1
2950,1
2955,1
2960,1
2965,1
2970,1
2975,1
2980,1
2985,1
2990,1
2995,1
3000,1
3005,1
3010,1
3015,1
3020,1
3025,1
3030,1
3035,1
3040,1
3045,1
3050,1
3055,1
3060,1
3065,1
3070,1
3075,1
3080,1
3085,1
3090,1
3095,1
3100,1
3105,1
3110,1
3115,1
3120,1
3125,1
3130,1
3135,1
3140,1
3145,1
3150,1
3155,1
3160,1
3165,1
3170,1
3175,1
3180,1
3185,1
3190,1
3195,1
3200,1
3205,1
3210,1
3215,1
3220,1
3225,1
3230,1
3235,1
3240,1
3245,1
3250,1
3255,1
3260,1
3265,1
3270,1
3275,1
3280,1
3285,1
3290,1
3295,1
3300,1
3305,1
3310,1
3315,1
3320,1
3325,1
3330,1
3335,1
3340,1
3345,1
3350,1
3355,1
3360,1
3365,1
3370,1
3375,1
3380,1
3385,1
3390,1
3395,1
3400,1
3405,1
3410,1
3415,1
3420,1
3425,1
3430,1
3435,1
3440,1
3445,1
3450,1
3455,1
3460,1
3465,1
3470,1
3475,1
3480,1
3485,1
3490,1
3495,1
3500,1
3505,1
3510,1
3515,1
3520,1
3525,1
3530,1
3535,1
3540,1
3545,1
3550,1
3555,1
3560,1
3565,1
3570,1
3575,1
3580,1
3585,1
3590,1
3595,1
3600,1
3605,1
3610,1
3615,1
3620,1
3625,1
3630,1
3635,1
3640,1
3645,1
3650,1
3655,1
3660,1
3665,1
3670,1
3675,1
3681,1
3686,1
3691,1
3696,1
3701,1
3706,1
3711,1
3716,1
3721,1
3726,1
3731,1
3736,1
3741,1
3746,1
3751,1
3756,1
3761,1
3766,1
3771,1
3776,1
3781,1
3786,1
3791,1
3796,1
3801,1
3806,1
3811,1
3816,1
3821,1
3826,1
3831,1
3836,1
3841,1
3846,1
3851,1
3856,1
3861,1
3866,1
3871,1
3876,1
3881,1
3886,1
3891,1
3896,1
3901,1
3906,1
3911,1
3916,1
3921,1
3926,1
3931,1
3936,1
3941,1
3946,1
3951,1
3956,1
3961,1
3966,1
3971,1
3976,1
3981,1
3986,1
3991,1
3996,1
4001,1
4006,1
4011,1
4016,1
4021,1
4026,1
4031,1
4036,1
4041,1
4046,1
4051,1
4056,1
4061,1
4066,1
4071,1
4076,1
4081,1
4086,1
4091,1
4096,1
4101,1
4106,1
4111,1
4116,1
4121,1
4126,1
4131,1
4136,1
4141,1
4146,1
4151,1
4156,1
4161,1
4166,1
4171,1
4176,1
4181,1
4186,1
4191,1
4196,1
