"time","total"
"5","3"
"10","3"
"15","3"
"20","3"
"25","3"
"30","3"
"35","3"
"40","3"
"45","3"
"50","3"
"55","3"
"60","3"
"65","3"
"70","3"
"75","3"
"80","3"
"85","3"
"90","3"
"95","3"
"100","3"
"105","3"
"110","3"
"115","3"
"120","3"
"125","3"
"130","3"
"135","3"
"140","3"
"145","3"
"150","3"
"155","3"
"160","3"
"165","3"
"170","3"
"175","3"
"180","3"
"185","3"
"190","3"
"195","3"
"200","3"
"205","3"
"210","3"
"215","3"
"220","3"
"225","3"
"230","3"
"235","3"
"240","3"
"245","3"
"250","3"
"255","3"
"260","3"
"265","3"
"270","3"
"275","3"
"280","3"
"285","3"
"290","3"
"295","3"
"300","3"
"305","3"
"310","3"
"315","3"
"320","3"
"325","3"
"330","3"
"335","3"
"340","3"
"345","3"
"350","3"
"355","3"
"360","3"
"365","3"
"370","3"
"375","3"
"380","3"
"385","3"
"390","3"
"395","3"
"400","3"
"405","3"
"410","3"
"415","3"
"420","3"
"425","3"
"430","3"
"435","3"
"440","3"
"445","3"
"450","3"
"455","3"
"460","3"
"465","3"
"470","3"
"475","3"
"480","3"
"485","3"
"490","3"
"495","3"
"500","3"
"505","3"
"510","3"
"515","3"
"520","3"
"525","3"
"530","3"
"535","3"
"540","3"
"545","3"
"550","3"
"555","3"
"560","3"
"565","3"
"570","3"
"575","3"
"580","3"
"585","3"
"590","3"
"595","3"
"600","3"
"605","3"
"610","3"
"615","3"
"620","3"
"625","3"
"630","3"
"635","3"
"640","3"
"645","3"
"650","3"
"655","3"
"660","3"
"665","3"
"670","3"
"675","3"
"680","3"
"685","3"
"690","3"
"695","3"
"700","3"
"705","3"
"710","3"
"715","3"
"720","3"
"725","3"
"730","3"
"735","3"
"740","3"
"745","3"
"750","3"
"755","3"
"760","3"
"765","3"
"770","3"
"775","3"
"780","3"
"785","3"
"790","3"
"795","3"
"800","3"
"805","3"
"810","3"
"815","3"
"820","3"
"825","3"
"830","3"
"835","3"
"840","3"
"845","3"
"850","3"
"855","3"
"860","3"
"865","3"
"870","3"
"875","3"
"880","3"
"885","3"
"890","3"
"895","3"
"900","3"
"905","3"
"910","3"
"915","3"
"920","3"
"925","3"
"930","3"
"935","3"
"940","3"
"945","3"
"950","3"
"955","3"
"960","3"
"965","3"
"970","3"
"975","3"
"980","3"
"985","3"
"990","3"
"995","3"
"1000","3"
"1005","3"
"1010","3"
"1015","3"
"1020","3"
"1025","3"
"1030","3"
"1035","3"
"1040","3"
"1045","3"
"1050","3"
"1055","3"
"1060","3"
"1065","3"
"1070","3"
"1075","3"
"1080","3"
"1085","3"
"1090","3"
"1095","3"
"1100","3"
"1105","3"
"1110","3"
"1115","3"
"1120","3"
"1125","3"
"1130","3"
"1135","3"
"1140","3"
"1145","3"
"1150","3"
"1155","3"
"1160","3"
"1165","3"
"1170","3"
"1175","3"
"1180","3"
"1185","3"
"1190","3"
"1195","3"
"1200","3"
"1205","3"
"1210","3"
"1215","3"
"1220","3"
"1225","3"
"1230","3"
"1235","3"
"1240","3"
"1245","3"
"1250","3"
"1255","3"
"1260","3"
"1265","3"
"1270","3"
"1275","3"
"1280","3"
"1285","3"
"1290","3"
"1295","3"
"1300","3"
"1305","3"
"1310","3"
"1315","3"
"1320","3"
"1325","3"
"1330","3"
"1335","3"
"1340","3"
"1345","3"
"1350","3"
"1355","3"
"1360","3"
"1365","3"
"1370","3"
"1375","3"
"1380","3"
"1385","3"
"1390","3"
"1395","3"
"1400","3"
"1405","3"
"1410","3"
"1415","3"
"1420","3"
"1425","3"
"1430","3"
"1435","3"
"1440","3"
"1445","3"
"1450","3"
"1455","3"
"1460","3"
"1465","3"
"1470","3"
"1475","3"
"1480","3"
"1485","3"
"1490","3"
"1495","3"
"1500","3"
"1505","3"
"1510","3"
"1515","3"
"1520","3"
"1525","3"
"1530","3"
"1535","3"
"1540","3"
"1545","3"
"1550","3"
"1555","3"
"1560","3"
"1565","3"
"1570","3"
"1575","3"
"1580","3"
"1585","3"
"1590","3"
"1595","3"
"1600","3"
"1605","3"
"1610","3"
"1615","3"
"1620","3"
"1625","3"
"1630","3"
"1635","3"
"1640","3"
"1645","3"
"1650","3"
"1655","3"
"1660","3"
"1665","3"
"1670","3"
"1675","3"
"1680","3"
"1685","3"
"1690","3"
"1695","3"
"1700","3"
"1705","3"
"1710","3"
"1715","3"
"1720","3"
"1725","3"
"1730","3"
"1735","3"
"1740","3"
"1745","3"
"1750","3"
"1755","3"
"1760","3"
"1765","3"
"1770","3"
"1775","3"
"1780","3"
"1785","3"
"1790","3"
"1795","3"
"1800","3"
"1805","3"
"1810","3"
"1815","3"
"1820","3"
"1825","3"
"1830","3"
"1835","3"
"1840","3"
"1845","3"
"1850","3"
"1855","3"
"1860","3"
"1865","3"
"1870","3"
"1875","3"
"1880","3"
"1885","3"
"1890","3"
"1895","3"
"1900","3"
"1905","3"
"1910","3"
"1915","3"
"1920","3"
"1925","3"
"1930","3"
"1935","3"
"1940","3"
"1945","3"
"1950","3"
"1955","3"
"1960","3"
"1965","3"
"1970","3"
"1975","3"
"1980","3"
"1985","3"
"1990","3"
"1995","3"
"2000","3"
"2005","3"
"2010","3"
"2015","3"
"2020","3"
"2025","3"
"2030","3"
"2035","3"
"2040","3"
"2045","3"
"2050","3"
"2055","3"
"2060","3"
"2065","3"
"2070","3"
"2075","3"
"2080","3"
"2085","3"
"2090","3"
"2095","3"
"2100","3"
"2105","3"
"2110","3"
"2115","3"
"2120","3"
"2125","3"
"2130","3"
"2135","3"
"2140","3"
"2145","3"
"2150","3"
"2155","3"
"2160","3"
"2165","3"
"2170","3"
"2175","3"
"2180","3"
"2185","3"
"2190","3"
"2195","3"
"2200","3"
"2205","3"
"2210","3"
"2215","3"
"2220","3"
"2225","3"
"2230","3"
"2235","3"
"2240","3"
"2245","3"
"2250","3"
"2255","3"
"2260","3"
"2265","3"
"2270","3"
"2275","3"
"2280","3"
"2285","3"
"2290","3"
"2295","3"
"2300","3"
"2305","3"
"2310","3"
"2315","3"
"2320","3"
"2325","3"
"2330","3"
"2335","3"
"2340","3"
"2345","3"
"2350","3"
"2355","3"
"2360","3"
"2365","3"
"2370","3"
"2375","3"
"2380","3"
"2385","3"
"2390","3"
"2395","3"
"2400","3"
"2405","3"
"2410","3"
"2415","3"
"2420","3"
"2425","3"
"2430","3"
"2435","3"
"2440","3"
"2445","3"
"2450","3"
"2455","3"
"2460","3"
"2465","3"
"2470","3"
"2475","3"
"2480","3"
"2485","3"
"2490","3"
"2495","3"
"2500","3"
"2505","3"
"2510","3"
"2515","3"
"2520","3"
"2525","3"
"2530","3"
"2535","3"
"2540","3"
"2545","3"
"2550","3"
"2555","3"
"2560","3"
"2565","3"
"2570","3"
"2575","3"
"2580","3"
"2585","3"
"2590","3"
"2595","3"
"2600","3"
"2605","3"
"2610","3"
"2615","3"
"2620","3"
"2625","3"
"2630","3"
"2635","3"
"2640","3"
"2645","3"
"2650","3"
"2655","3"
"2660","3"
"2665","3"
"2670","3"
"2675","3"
"2680","3"
"2685","3"
"2690","3"
"2695","3"
"2700","3"
"2705","3"
"2710","3"
"2715","3"
"2720","3"
"2725","3"
"2730","3"
"2735","3"
"2740","3"
"2745","3"
"2750","3"
"2755","3"
"2760","3"
"2765","3"
"2770","3"
"2775","3"
"2780","3"
"2785","3"
"2790","3"
"2795","3"
"2800","3"
"2805","3"
"2810","3"
"2815","3"
"2820","3"
"2825","3"
"2830","3"
"2835","3"
"2840","3"
"2845","3"
"2850","3"
"2855","3"
"2860","3"
"2865","3"
"2870","3"
"2875","3"
"2880","3"
"2885","3"
"2890","3"
"2895","3"
"2900","3"
"2905","3"
"2910","3"
"2915","3"
"2920","3"
"2925","3"
"2930","3"
"2935","3"
"2940","3"
"2945","3"
"2950","3"
"2955","3"
"2960","3"
"2965","3"
"2970","3"
"2975","3"
"2980","3"
"2985","3"
"2990","3"
"2995","3"
"3000","3"
"3005","3"
"3010","3"
"3015","3"
"3020","3"
"3025","3"
"3030","3"
"3035","3"
"3040","3"
"3045","3"
"3050","3"
"3055","3"
"3060","3"
"3065","3"
"3070","3"
"3075","3"
"3080","3"
"3085","3"
"3090","3"
"3095","3"
"3100","3"
"3105","3"
"3110","3"
"3115","3"
"3120","3"
"3125","3"
"3130","3"
"3135","3"
"3140","3"
"3145","3"
"3150","3"
"3155","3"
"3160","3"
"3165","3"
"3170","3"
"3175","3"
"3180","3"
"3185","3"
"3190","3"
"3195","3"
"3200","3"
"3205","3"
"3210","3"
"3215","3"
"3220","3"
"3225","3"
"3230","3"
"3235","3"
"3240","3"
"3245","3"
"3250","3"
"3255","3"
"3260","3"
"3265","3"
"3270","3"
"3275","3"
"3280","3"
"3285","3"
"3290","3"
"3295","3"
"3300","3"
"3305","3"
"3310","3"
"3315","3"
"3320","3"
"3325","3"
"3330","3"
"3335","3"
"3340","3"
"3345","3"
"3350","3"
"3355","3"
"3360","3"
"3365","3"
"3370","3"
"3375","3"
"3380","3"
"3385","3"
"3390","3"
"3396","3"
"3401","3"
"3406","3"
"3411","3"
"3416","3"
"3421","3"
"3426","3"
"3431","3"
"3436","3"
"3441","3"
"3446","3"
"3451","3"
"3456","3"
"3461","3"
"3466","3"
"3471","3"
"3476","3"
"3481","3"
"3486","3"
"3491","3"
"3496","3"
"3501","3"
"3506","3"
"3511","3"
"3516","3"
"3521","3"
"3526","3"
"3531","3"
"3536","3"
"3541","3"
"3546","3"
"3551","3"
"3556","3"
"3561","3"
"3566","3"
"3571","3"
"3576","3"
"3581","3"
"3586","3"
"3591","3"
"3596","3"
"3601","3"
"3606","3"
"3611","3"
"3616","3"
"3621","3"
"3626","3"
"3631","3"
"3636","3"
"3641","3"
"3646","3"
"3651","3"
"3656","3"
"3661","3"
"3666","3"
"3671","3"
"3676","3"
"3681","3"
"3686","3"
"3691","3"
"3696","3"
"3701","3"
"3706","3"
"3711","3"
"3716","3"
"3721","3"
"3726","3"
"3731","3"
"3736","3"
"3741","3"
"3746","3"
"3751","3"
"3756","3"
"3761","3"
"3766","3"
"3771","3"
"3776","3"
"3781","3"
"3786","3"
"3791","3"
"3796","3"
"3801","3"
"3806","3"
"3811","3"
"3816","3"
"3821","3"
"3826","3"
"3831","3"
"3836","3"
"3841","3"
"3846","3"
"3851","3"
"3856","3"
"3861","3"
"3866","3"
"3871","3"
"3876","3"
"3881","3"
"3886","3"
"3891","3"
"3896","3"
"3901","3"
"3906","3"
"3911","3"
"3916","3"
"3921","3"
"3926","3"
"3931","3"
"3936","3"
"3941","3"
"3946","3"
"3951","3"
"3956","3"
"3961","3"
"3966","3"
"3971","3"
"3976","3"
"3981","3"
"3986","3"
"3991","3"
"3996","3"
"4001","3"
"4006","3"
"4011","3"
"4016","3"
"4021","3"
"4026","3"
"4031","3"
"4036","3"
"4041","3"
"4046","3"
"4051","3"
"4056","3"
"4061","3"
"4066","3"
"4071","3"
"4076","3"
"4081","3"
"4086","3"
"4091","3"
