"# time","value"
"5","0.0"
"10","0.0"
"15","0.0"
"20","0.0"
"25","45.8"
"30","49.6"
"35","49.8"
"40","49.6"
"45","49.6"
"50","49.6"
"55","49.6"
"60","49.6"
"65","49.6"
"70","49.6"
"75","49.8"
"80","49.6"
"85","49.6"
"90","49.8"
"95","49.6"
"100","49.8"
"105","49.6"
"110","49.8"
"115","49.6"
"120","49.6"
"125","49.8"
"130","49.6"
"135","49.8"
"140","49.6"
"145","49.6"
"150","49.8"
"155","49.6"
"160","49.8"
"165","49.8"
"170","49.6"
"175","49.8"
"180","49.6"
"185","49.8"
"190","49.8"
"195","49.6"
"200","49.8"
"205","49.8"
"210","49.6"
"215","49.8"
"220","49.8"
"225","49.6"
"230","49.8"
"235","49.8"
"240","49.6"
"245","49.8"
"250","49.6"
"255","49.6"
"260","49.8"
"265","49.8"
"270","49.6"
"275","49.8"
"280","49.8"
"285","49.6"
"290","49.8"
"295","49.8"
"300","49.6"
"305","49.8"
"310","49.8"
"315","49.8"
"320","49.8"
"325","49.6"
"330","49.6"
"335","49.8"
"340","49.8"
"345","49.6"
"350","49.8"
"355","49.8"
"360","49.6"
"365","49.8"
"370","49.8"
"375","49.8"
"380","49.6"
"385","49.8"
"390","49.8"
"395","49.6"
"400","49.8"
"405","49.8"
"410","49.8"
"415","49.6"
"420","49.8"
"425","49.8"
"430","49.8"
"435","49.6"
"440","49.8"
"445","49.6"
"450","49.8"
"455","49.8"
"460","49.6"
"465","49.8"
"470","49.8"
"475","49.6"
"480","49.8"
"485","49.8"
"490","49.6"
"495","49.8"
"500","49.8"
"505","49.6"
"510","49.8"
"515","49.8"
"520","49.6"
"525","49.8"
"530","49.8"
"535","49.6"
"540","49.8"
"545","49.8"
"550","49.6"
"555","49.8"
"560","49.8"
"565","49.8"
"570","49.8"
"575","49.8"
"580","49.8"
"585","49.6"
"590","49.8"
"595","49.8"
"600","49.6"
"605","49.8"
"610","49.6"
"615","49.8"
"620","49.8"
"625","49.8"
"630","49.6"
"635","49.8"
"640","49.8"
"645","49.8"
"650","49.6"
"655","49.8"
"660","49.8"
"665","49.6"
"670","49.8"
"675","49.6"
"680","49.8"
"685","49.8"
"690","49.8"
"695","49.8"
"700","49.6"
"705","49.8"
"710","49.8"
"715","49.8"
"720","49.6"
"725","49.8"
"730","49.6"
"735","49.8"
"740","49.8"
"745","49.6"
"750","49.8"
"755","49.8"
"760","49.6"
"765","49.8"
"770","49.8"
"775","49.8"
"780","49.6"
"785","49.8"
"790","49.8"
"795","49.6"
"800","49.8"
"805","49.8"
"810","49.6"
"815","49.8"
"820","49.8"
"825","49.6"
"830","49.8"
"835","49.8"
"840","49.6"
"845","49.8"
"850","49.8"
"855","49.8"
"860","49.8"
"865","49.6"
"870","49.8"
"875","49.8"
"880","49.6"
"885","49.8"
"890","49.6"
"895","49.8"
"900","49.8"
"905","49.6"
"910","49.8"
"915","49.8"
"920","49.8"
"925","49.6"
"930","49.8"
"935","49.8"
"940","49.8"
"945","49.6"
"950","49.8"
"955","49.6"
"960","49.8"
"965","49.8"
"970","49.8"
"975","49.6"
"980","49.8"
"985","49.8"
"990","49.6"
"995","49.8"
"1000","49.8"
"1005","49.6"
"1010","49.8"
"1015","49.8"
"1020","49.6"
"1025","49.8"
"1030","49.8"
"1035","49.6"
"1040","49.8"
"1045","49.8"
"1050","49.6"
"1055","49.8"
"1060","49.8"
"1065","49.6"
"1070","49.8"
"1075","96.0"
"1080","99.0"
"1085","98.8"
"1090","99.0"
"1095","99.0"
"1100","99.2"
"1105","95.0"
"1110","102.6"
"1115","99.0"
"1120","99.2"
"1125","99.2"
"1130","98.8"
"1135","98.8"
"1140","99.2"
"1145","99.2"
"1150","99.2"
"1155","99.2"
"1160","99.0"
"1165","99.2"
"1170","99.2"
"1175","99.2"
"1180","99.2"
"1185","99.2"
"1190","99.2"
"1195","99.2"
"1200","99.2"
"1205","99.2"
"1210","99.2"
"1215","99.0"
"1220","99.2"
"1225","99.2"
"1230","99.2"
"1235","99.2"
"1240","99.2"
"1245","99.2"
"1250","99.2"
"1255","99.2"
"1260","99.2"
"1265","99.2"
"1270","99.2"
"1275","99.2"
"1280","99.2"
"1285","99.0"
"1290","99.0"
"1295","98.8"
"1300","99.2"
"1305","99.4"
"1310","99.2"
"1315","99.2"
"1320","99.2"
"1325","99.4"
"1330","99.2"
"1335","99.2"
"1340","99.2"
"1345","99.0"
"1350","99.2"
"1355","99.2"
"1360","99.2"
"1365","99.2"
"1370","99.2"
"1375","99.2"
"1380","99.2"
"1385","98.8"
"1390","99.0"
"1395","99.4"
"1400","99.0"
"1405","99.2"
"1410","99.4"
"1415","99.2"
"1420","99.2"
"1425","99.2"
"1430","99.2"
"1435","99.2"
"1440","99.2"
"1445","99.2"
"1450","99.2"
"1455","99.2"
"1460","99.2"
"1465","99.2"
"1470","99.4"
"1475","99.0"
"1480","99.2"
"1485","99.2"
"1490","99.0"
"1495","99.2"
"1500","99.0"
"1505","98.8"
"1510","99.0"
"1515","99.0"
"1520","99.2"
"1525","99.2"
"1530","99.0"
"1535","98.8"
"1540","99.0"
"1545","99.2"
"1550","99.2"
"1555","99.2"
"1560","99.2"
"1565","99.2"
"1570","99.2"
"1575","99.0"
"1580","99.0"
"1585","99.0"
"1590","99.0"
"1595","98.8"
"1600","98.8"
"1605","99.2"
"1610","99.2"
"1615","99.0"
"1620","99.2"
"1625","99.2"
"1630","99.2"
"1635","99.0"
"1640","99.2"
"1645","99.2"
"1650","99.2"
"1655","99.0"
"1660","99.0"
"1665","99.2"
"1670","99.2"
"1675","99.2"
"1680","99.0"
"1685","99.2"
"1690","99.2"
"1695","99.2"
"1700","99.2"
"1705","99.2"
"1710","99.0"
"1715","99.2"
"1720","99.2"
"1725","99.2"
"1730","99.0"
"1735","99.2"
"1740","99.0"
"1745","99.2"
"1750","99.2"
"1755","99.2"
"1760","99.2"
"1765","99.2"
"1770","98.8"
"1775","99.2"
"1780","99.2"
"1785","99.2"
"1790","99.0"
"1795","99.0"
"1800","99.2"
"1805","99.2"
"1810","99.2"
"1815","99.2"
"1820","99.2"
"1825","99.2"
"1830","99.2"
"1835","99.2"
"1840","99.2"
"1845","99.2"
"1850","99.2"
"1855","99.2"
"1860","99.2"
"1865","99.2"
"1870","99.2"
"1875","99.2"
"1880","99.2"
"1885","99.2"
